LINK-DIR,DATE-TIME,EPOCH-60MIN,LENGTH,COUNT,MEAN
1212846345F,3/01/2018 5:00,5,64,13,98.4
1212846345F,3/01/2018 6:00,6,64,42,96.6
1212846345F,3/01/2018 7:00,7,64,35,94.6
1212846345F,3/01/2018 8:00,8,64,45,93.8
1212846345F,3/01/2018 9:00,9,64,39,93.1
1212846345F,3/01/2018 10:00,10,64,60,91.7
1212846345F,3/01/2018 11:00,11,64,49,91.7
1212846345F,3/01/2018 12:00,12,64,32,93.1
1212846345F,3/01/2018 13:00,13,64,54,93.9
1212846345F,3/01/2018 14:00,14,64,56,90.7
1212846345F,3/01/2018 15:00,15,64,53,92.3
1212846345F,3/01/2018 16:00,16,64,45,93
1212846345F,3/01/2018 17:00,17,64,25,93.6
1212846345F,3/01/2018 18:00,18,64,24,95.6
1212846345F,3/01/2018 19:00,19,64,7,100
1212846345F,3/01/2018 20:00,20,64,9,96.7
1212846345F,3/01/2018 21:00,21,64,9,99.2
1212846345F,3/01/2018 22:00,22,64,6,96
1212846345F,3/01/2018 23:00,23,64,3,100.3
1212846345F,4/01/2018 0:00,0,64,3,92.3
1212846345F,4/01/2018 1:00,1,64,10,97.5
1212846345F,4/01/2018 2:00,2,64,3,93.3
1212846345F,4/01/2018 3:00,3,64,5,97
1212846345F,4/01/2018 4:00,4,64,8,94.9
1212846345F,4/01/2018 5:00,5,64,15,98.2
1212846345F,4/01/2018 6:00,6,64,38,95.8
1212846345F,4/01/2018 7:00,7,64,33,94.7
1212846345F,4/01/2018 8:00,8,64,51,95.3
1212846345F,4/01/2018 9:00,9,64,42,92.3
1212846345F,4/01/2018 10:00,10,64,34,93.2
1212846345F,4/01/2018 11:00,11,64,51,92.6
1212846345F,4/01/2018 12:00,12,64,45,93.2
1212846345F,4/01/2018 13:00,13,64,47,93.6
1212846345F,4/01/2018 14:00,14,64,43,94.3
1212846345F,4/01/2018 15:00,15,64,53,92.6
1212846345F,4/01/2018 16:00,16,64,39,93.2
1212846345F,4/01/2018 17:00,17,64,35,93.9
1212846345F,4/01/2018 18:00,18,64,19,96.9
1212846345F,4/01/2018 19:00,19,64,12,95.2
1212846345F,4/01/2018 20:00,20,64,17,97.4
1212846345F,4/01/2018 21:00,21,64,7,93.7
1212846345F,4/01/2018 22:00,22,64,7,96.9
1212846345F,4/01/2018 23:00,23,64,5,93.2
1212846345F,5/01/2018 0:00,0,64,2,97.5
1212846345F,5/01/2018 1:00,1,64,11,96.8
1212846345F,5/01/2018 2:00,2,64,6,94.3
1212846345F,5/01/2018 3:00,3,64,7,95.3
1212846345F,5/01/2018 4:00,4,64,4,97.2
1212846345F,5/01/2018 5:00,5,64,18,98.4
1212846345F,5/01/2018 6:00,6,64,28,96.4
1212846345F,5/01/2018 7:00,7,64,33,95.2
1212846345F,5/01/2018 8:00,8,64,48,96.2
1212846345F,5/01/2018 9:00,9,64,37,92.6
1212846345F,5/01/2018 10:00,10,64,55,93.3
1212846345F,5/01/2018 11:00,11,64,48,92.4
1212846345F,5/01/2018 12:00,12,64,45,93.4
1212846345F,5/01/2018 13:00,13,64,46,92.4
1212846345F,5/01/2018 14:00,14,64,61,91.7
1212846345F,5/01/2018 15:00,15,64,50,93.1
1212846345F,5/01/2018 16:00,16,64,33,90.5
1212846345F,5/01/2018 17:00,17,64,26,94.9
1212846345F,5/01/2018 18:00,18,64,15,96.5
1212846345F,5/01/2018 19:00,19,64,13,93.5
1212846345F,5/01/2018 20:00,20,64,7,97.3
1212846345F,5/01/2018 21:00,21,64,9,97
1212846345F,5/01/2018 22:00,22,64,14,97.4
1212846345F,5/01/2018 23:00,23,64,5,96.2
1212846345F,6/01/2018 0:00,0,64,7,94.1
1212846345F,6/01/2018 1:00,1,64,8,91.1
1212846345F,6/01/2018 2:00,2,64,4,98
1212846345F,6/01/2018 3:00,3,64,2,82
1212846345F,6/01/2018 4:00,4,64,4,97
1212846345F,6/01/2018 5:00,5,64,8,100.4
1212846345F,6/01/2018 6:00,6,64,12,97.9
1212846345F,6/01/2018 7:00,7,64,11,95.7
1212846345F,6/01/2018 8:00,8,64,24,94
1212846345F,6/01/2018 9:00,9,64,42,93.5
1212846345F,6/01/2018 10:00,10,64,43,58
1212846345F,6/01/2018 11:00,11,64,37,38.1
1212846345F,6/01/2018 12:00,12,64,52,59.8
1212846345F,6/01/2018 13:00,13,64,28,93.6
1212846345F,6/01/2018 14:00,14,64,23,93.1
1212846345F,6/01/2018 15:00,15,64,20,95.9
1212846345F,6/01/2018 16:00,16,64,23,93.6
1212846345F,6/01/2018 17:00,17,64,8,96.8
1212846345F,6/01/2018 18:00,18,64,14,96.3
1212846345F,6/01/2018 19:00,19,64,6,93
1212846345F,6/01/2018 20:00,20,64,12,98.2
1212846345F,6/01/2018 21:00,21,64,1,98
1212846345F,6/01/2018 22:00,22,64,4,92.5
1212846345F,6/01/2018 23:00,23,64,6,95.8
1212846345F,7/01/2018 0:00,0,64,5,97
1212846345F,7/01/2018 1:00,1,64,1,101
1212846345F,7/01/2018 2:00,2,64,3,97
1212846345F,7/01/2018 4:00,4,64,1,86
1212846345F,7/01/2018 5:00,5,64,3,99.3
1212846345F,7/01/2018 6:00,6,64,8,97.5
1212846345F,7/01/2018 7:00,7,64,16,94.7
1212846345F,7/01/2018 8:00,8,64,13,92.4
1212846345F,7/01/2018 9:00,9,64,28,94
1212846345F,7/01/2018 10:00,10,64,25,91.7
1212846345F,7/01/2018 11:00,11,64,28,95.4
1212846345F,7/01/2018 12:00,12,64,23,94
1212846345F,7/01/2018 13:00,13,64,15,97.5
1212846345F,7/01/2018 14:00,14,64,38,95.9
1212846345F,7/01/2018 15:00,15,64,20,97.2
1212846345F,7/01/2018 16:00,16,64,15,95.2
1212846345F,7/01/2018 17:00,17,64,17,96.4
1212846345F,7/01/2018 18:00,18,64,12,94.8
1212846345F,7/01/2018 19:00,19,64,10,93.2
1212846345F,7/01/2018 20:00,20,64,5,94.6
1212846345F,7/01/2018 21:00,21,64,2,102.5
1212846345F,7/01/2018 22:00,22,64,4,93.5
1212846345F,7/01/2018 23:00,23,64,5,95.2
1212846345F,8/01/2018 0:00,0,64,5,98
1212846345F,8/01/2018 1:00,1,64,4,93.8
1212846345F,8/01/2018 2:00,2,64,5,95.8
1212846345F,8/01/2018 3:00,3,64,5,89.4
1212846345F,8/01/2018 4:00,4,64,5,100
1212846345F,8/01/2018 5:00,5,64,25,95.3
1212846345F,8/01/2018 6:00,6,64,63,95.8
1212846345F,8/01/2018 7:00,7,64,73,96.1
1212846345F,8/01/2018 8:00,8,64,60,93.9
1212846345F,8/01/2018 9:00,9,64,48,92.5
1212846345F,8/01/2018 10:00,10,64,69,92.8
1212846345F,8/01/2018 11:00,11,64,53,93.3
1212846345F,8/01/2018 12:00,12,64,65,93.2
1212846345F,8/01/2018 13:00,13,64,52,92.7
1212846345F,8/01/2018 14:00,14,64,62,90.1
1212846345F,8/01/2018 15:00,15,64,80,88.5
1212846345F,8/01/2018 16:00,16,64,54,89.9
1212846345F,8/01/2018 17:00,17,64,35,84.1
1212846345F,8/01/2018 18:00,18,64,37,93.5
1212846345F,8/01/2018 19:00,19,64,15,95.3
1212846345F,8/01/2018 20:00,20,64,9,87.2
1212846345F,8/01/2018 21:00,21,64,12,96.9
1212846345F,8/01/2018 22:00,22,64,7,96.4
1212846345F,8/01/2018 23:00,23,64,4,97.8
1212846345F,9/01/2018 0:00,0,64,9,93.7
1212846345F,9/01/2018 1:00,1,64,5,94.4
1212846345F,9/01/2018 2:00,2,64,7,91.6
1212846345F,9/01/2018 3:00,3,64,8,91.9
1212846345F,9/01/2018 4:00,4,64,7,96.9
1212846345F,9/01/2018 5:00,5,64,30,98.5
1212846345F,9/01/2018 6:00,6,64,59,94.4
1212846345F,9/01/2018 7:00,7,64,72,94.2
1212846345F,9/01/2018 8:00,8,64,66,93.6
1212846345F,9/01/2018 9:00,9,64,55,94.7
1212846345F,9/01/2018 10:00,10,64,53,91.9
1212846345F,9/01/2018 11:00,11,64,49,93.9
1212846345F,9/01/2018 12:00,12,64,51,93.6
1212846345F,9/01/2018 13:00,13,64,66,88.3
1212846345F,9/01/2018 14:00,14,64,71,90.9
1212846345F,9/01/2018 15:00,15,64,90,90.7
1212846345F,9/01/2018 16:00,16,64,68,63.5
1212846345F,9/01/2018 17:00,17,64,72,66.5
1212846345F,9/01/2018 18:00,18,64,19,91.7
1212846345F,9/01/2018 19:00,19,64,16,91.4
1212846345F,9/01/2018 20:00,20,64,11,93.2
1212846345F,9/01/2018 21:00,21,64,3,93.3
1212846345F,9/01/2018 22:00,22,64,3,96.3
1212846345F,9/01/2018 23:00,23,64,8,95.8
1212846345F,10/01/2018 0:00,0,64,5,89.6
1212846345F,10/01/2018 1:00,1,64,9,95.7
1212846345F,10/01/2018 2:00,2,64,2,97
1212846345F,10/01/2018 3:00,3,64,4,94.2
1212846345F,10/01/2018 4:00,4,64,5,100
1212846345F,10/01/2018 5:00,5,64,11,98.5
1212846345F,10/01/2018 6:00,6,64,31,95.2
1212846345F,10/01/2018 7:00,7,64,31,96.3
1212846345F,10/01/2018 8:00,8,64,38,91.4
1212846345F,10/01/2018 9:00,9,64,36,93
1212846345F,10/01/2018 10:00,10,64,49,92.2
1212846345F,10/01/2018 11:00,11,64,41,93.8
1212846345F,10/01/2018 12:00,12,64,32,95.4
1212846345F,10/01/2018 13:00,13,64,59,93.1
1212846345F,10/01/2018 14:00,14,64,74,92.5
1212846345F,10/01/2018 15:00,15,64,81,76.6
1212846345F,10/01/2018 16:00,16,64,69,61.2
1212846345F,10/01/2018 17:00,17,64,55,65
1212846345F,10/01/2018 18:00,18,64,15,92.9
1212846345F,10/01/2018 19:00,19,64,22,93.2
1212846345F,10/01/2018 20:00,20,64,7,93.7
1212846345F,10/01/2018 21:00,21,64,15,95.4
1212846345F,10/01/2018 22:00,22,64,9,99
1212846345F,10/01/2018 23:00,23,64,6,95.5
1212846345F,11/01/2018 0:00,0,64,4,85
1212846345F,11/01/2018 1:00,1,64,7,90.4
1212846345F,11/01/2018 2:00,2,64,5,93.2
1212846345F,11/01/2018 3:00,3,64,11,94.7
1212846345F,11/01/2018 4:00,4,64,12,93.7
1212846345F,11/01/2018 5:00,5,64,24,97.3
1212846345F,11/01/2018 6:00,6,64,50,94.9
1212846345F,11/01/2018 7:00,7,64,48,93.3
1212846345F,11/01/2018 8:00,8,64,44,92.4
1212846345F,11/01/2018 9:00,9,64,57,92.1
1212846345F,11/01/2018 10:00,10,64,46,94.5
1212846345F,11/01/2018 11:00,11,64,72,91.9
1212846345F,11/01/2018 12:00,12,64,55,92.1
1212846345F,11/01/2018 13:00,13,64,65,91.6
1212846345F,11/01/2018 14:00,14,64,71,91.2
1212846345F,11/01/2018 15:00,15,64,69,87.3
1212846345F,11/01/2018 16:00,16,64,60,71
1212846345F,11/01/2018 17:00,17,64,52,80.1
1212846345F,11/01/2018 18:00,18,64,32,91.8
1212846345F,11/01/2018 19:00,19,64,22,93.5
1212846345F,11/01/2018 20:00,20,64,12,97.1
1212846345F,11/01/2018 21:00,21,64,12,96.8
1212846345F,11/01/2018 22:00,22,64,9,96.2
1212846345F,11/01/2018 23:00,23,64,6,96.3
1212846345F,12/01/2018 0:00,0,64,3,92.3
1212846345F,12/01/2018 1:00,1,64,5,92.8
1212846345F,12/01/2018 2:00,2,64,11,91.6
1212846345F,12/01/2018 3:00,3,64,9,94.8
1212846345F,12/01/2018 4:00,4,64,13,96.5
1212846345F,12/01/2018 5:00,5,64,39,95.9
1212846345F,12/01/2018 6:00,6,64,68,94.1
1212846345F,12/01/2018 7:00,7,64,65,92.8
1212846345F,12/01/2018 8:00,8,64,50,93.6
1212846345F,12/01/2018 9:00,9,64,57,93.5
1212846345F,12/01/2018 10:00,10,64,72,91.4
1212846345F,12/01/2018 11:00,11,64,46,92
1212846345F,12/01/2018 12:00,12,64,61,93
1212846345F,12/01/2018 13:00,13,64,63,91.5
1212846345F,12/01/2018 14:00,14,64,63,76.1
1212846345F,12/01/2018 15:00,15,64,77,57.8
1212846345F,12/01/2018 16:00,16,64,57,57.3
1212846345F,12/01/2018 17:00,17,64,27,54.8
1212846345F,12/01/2018 18:00,18,64,27,79.3
1212846345F,12/01/2018 19:00,19,64,17,90.6
1212846345F,12/01/2018 20:00,20,64,14,94.9
1212846345F,12/01/2018 21:00,21,64,9,94.9
1212846345F,12/01/2018 22:00,22,64,7,97
1212846345F,12/01/2018 23:00,23,64,6,93.5
1212846345F,13/01/2018 0:00,0,64,2,94
1212846345F,13/01/2018 1:00,1,64,7,98.1
1212846345F,13/01/2018 2:00,2,64,4,90.2
1212846345F,13/01/2018 3:00,3,64,4,89.8
1212846345F,13/01/2018 4:00,4,64,9,96.1
1212846345F,13/01/2018 5:00,5,64,11,96.1
1212846345F,13/01/2018 6:00,6,64,15,93.8
1212846345F,13/01/2018 7:00,7,64,26,91.9
1212846345F,13/01/2018 8:00,8,64,25,93.7
1212846345F,13/01/2018 9:00,9,64,30,93.1
1212846345F,13/01/2018 10:00,10,64,45,76.6
1212846345F,13/01/2018 11:00,11,64,42,42.3
1212846345F,13/01/2018 12:00,12,64,46,46
1212846345F,13/01/2018 13:00,13,64,32,91.7
1212846345F,13/01/2018 14:00,14,64,14,93.8
1212846345F,13/01/2018 15:00,15,64,21,93.2
1212846345F,13/01/2018 16:00,16,64,26,94.3
1212846345F,13/01/2018 17:00,17,64,22,94
1212846345F,13/01/2018 18:00,18,64,9,94.9
1212846345F,13/01/2018 19:00,19,64,12,91.8
1212846345F,13/01/2018 20:00,20,64,8,91.9
1212846345F,13/01/2018 21:00,21,64,3,100.3
1212846345F,13/01/2018 22:00,22,64,9,94.1
1212846345F,13/01/2018 23:00,23,64,5,102.4
1212846345F,14/01/2018 0:00,0,64,2,99
1212846345F,14/01/2018 1:00,1,64,4,94.8
1212846345F,14/01/2018 2:00,2,64,1,96
1212846345F,14/01/2018 3:00,3,64,1,89
1212846345F,14/01/2018 4:00,4,64,1,94
1212846345F,14/01/2018 5:00,5,64,7,96.1
1212846345F,14/01/2018 6:00,6,64,12,96
1212846345F,14/01/2018 7:00,7,64,10,94.1
1212846345F,14/01/2018 8:00,8,64,20,95.1
1212846345F,14/01/2018 9:00,9,64,25,91.6
1212846345F,14/01/2018 10:00,10,64,34,93.1
1212846345F,14/01/2018 11:00,11,64,32,92.4
1212846345F,14/01/2018 12:00,12,64,21,94.3
1212846345F,14/01/2018 13:00,13,64,21,94.4
1212846345F,14/01/2018 14:00,14,64,19,97.3
1212846345F,14/01/2018 15:00,15,64,16,95.4
1212846345F,14/01/2018 16:00,16,64,19,94.5
1212846345F,14/01/2018 17:00,17,64,16,93.8
1212846345F,14/01/2018 18:00,18,64,14,93.6
1212846345F,14/01/2018 19:00,19,64,16,93.9
1212846345F,14/01/2018 20:00,20,64,9,95.1
1212846345F,14/01/2018 21:00,21,64,7,97.3
1212846345F,14/01/2018 22:00,22,64,2,90.5
1212846345F,14/01/2018 23:00,23,64,6,90.3
1212846345F,15/01/2018 0:00,0,64,6,96.8
1212846345F,15/01/2018 1:00,1,64,14,96.4
1212846345F,15/01/2018 2:00,2,64,7,94.3
1212846345F,15/01/2018 3:00,3,64,11,93.1
1212846345F,15/01/2018 4:00,4,64,8,91.5
1212846345F,15/01/2018 5:00,5,64,30,97.7
1212846345F,15/01/2018 6:00,6,64,68,94.7
1212846345F,15/01/2018 7:00,7,64,60,94.1
1212846345F,15/01/2018 8:00,8,64,62,93.3
1212846345F,15/01/2018 9:00,9,64,53,93.8
1212846345F,15/01/2018 10:00,10,64,68,93.4
1212846345F,15/01/2018 11:00,11,64,60,91.7
1212846345F,15/01/2018 12:00,12,64,57,91.6
1212846345F,15/01/2018 13:00,13,64,58,92.9
1212846345F,15/01/2018 14:00,14,64,79,90.8
1212846345F,15/01/2018 15:00,15,64,69,89.2
1212846345F,15/01/2018 16:00,16,64,66,66.2
1212846345F,15/01/2018 17:00,17,64,46,65.7
1212846345F,15/01/2018 18:00,18,64,31,89.1
1212846345F,15/01/2018 19:00,19,64,24,93.2
1212846345F,15/01/2018 20:00,20,64,10,92.8
1212846345F,15/01/2018 21:00,21,64,13,92.8
1212846345F,15/01/2018 22:00,22,64,6,96.5
1212846345F,15/01/2018 23:00,23,64,9,92.8
1212846345F,16/01/2018 0:00,0,64,13,88.7
1212846345F,16/01/2018 1:00,1,64,9,81
1212846345F,16/01/2018 2:00,2,64,10,92.5
1212846345F,16/01/2018 3:00,3,64,5,93.6
1212846345F,16/01/2018 4:00,4,64,12,96.8
1212846345F,16/01/2018 5:00,5,64,41,97.3
1212846345F,16/01/2018 6:00,6,64,70,94.9
1212846345F,16/01/2018 7:00,7,64,78,92.8
1212846345F,16/01/2018 8:00,8,64,73,93.6
1212846345F,16/01/2018 9:00,9,64,75,93.9
1212846345F,16/01/2018 10:00,10,64,64,90.4
1212846345F,16/01/2018 11:00,11,64,45,94.2
1212846345F,16/01/2018 12:00,12,64,41,90.2
1212846345F,16/01/2018 13:00,13,64,58,92.1
1212846345F,16/01/2018 14:00,14,64,75,90.5
1212846345F,16/01/2018 15:00,15,64,62,85.5
1212846345F,16/01/2018 16:00,16,64,58,60.5
1212846345F,16/01/2018 17:00,17,64,51,79.4
1212846345F,16/01/2018 18:00,18,64,35,85.9
1212846345F,16/01/2018 19:00,19,64,19,94.6
1212846345F,16/01/2018 20:00,20,64,13,93.9
1212846345F,16/01/2018 21:00,21,64,11,94.1
1212846345F,16/01/2018 22:00,22,64,7,91.7
1212846345F,16/01/2018 23:00,23,64,4,93
1212846345F,17/01/2018 0:00,0,64,5,95.8
1212846345F,17/01/2018 1:00,1,64,11,92.4
1212846345F,17/01/2018 2:00,2,64,10,96.7
1212846345F,17/01/2018 3:00,3,64,6,89.5
1212846345F,17/01/2018 4:00,4,64,12,93.7
1212846345F,17/01/2018 5:00,5,64,42,94.9
1212846345F,17/01/2018 6:00,6,64,60,94.5
1212846345F,17/01/2018 7:00,7,64,71,92.5
1212846345F,17/01/2018 8:00,8,64,76,93
1212846345F,17/01/2018 9:00,9,64,71,93.2
1212846345F,17/01/2018 10:00,10,64,58,90.7
1212846345F,17/01/2018 11:00,11,64,52,91
1212846345F,17/01/2018 12:00,12,64,62,91.8
1212846345F,17/01/2018 13:00,13,64,56,92.1
1212846345F,17/01/2018 14:00,14,64,75,88.9
1212846345F,17/01/2018 15:00,15,64,64,86.7
1212846345F,17/01/2018 16:00,16,64,65,70.1
1212846345F,17/01/2018 17:00,17,64,73,76.9
1212846345F,17/01/2018 18:00,18,64,33,89.4
1212846345F,17/01/2018 19:00,19,64,19,90.5
1212846345F,17/01/2018 20:00,20,64,9,94.3
1212846345F,17/01/2018 21:00,21,64,9,91.6
1212846345F,17/01/2018 22:00,22,64,12,90.9
1212846345F,17/01/2018 23:00,23,64,8,96.8
1212846345F,18/01/2018 0:00,0,64,9,91
1212846345F,18/01/2018 1:00,1,64,10,97.5
1212846345F,18/01/2018 2:00,2,64,9,91.8
1212846345F,18/01/2018 3:00,3,64,10,89.2
1212846345F,18/01/2018 4:00,4,64,9,91.8
1212846345F,18/01/2018 5:00,5,64,33,95.6
1212846345F,18/01/2018 6:00,6,64,67,94.3
1212846345F,18/01/2018 7:00,7,64,82,91.8
1212846345F,18/01/2018 8:00,8,64,68,92.2
1212846345F,18/01/2018 9:00,9,64,66,91.3
1212846345F,18/01/2018 10:00,10,64,58,92.7
1212846345F,18/01/2018 11:00,11,64,41,92.7
1212846345F,18/01/2018 12:00,12,64,79,92.1
1212846345F,18/01/2018 13:00,13,64,58,92.7
1212846345F,18/01/2018 14:00,14,64,74,91
1212846345F,18/01/2018 15:00,15,64,81,78.3
1212846345F,18/01/2018 16:00,16,64,56,57.6
1212846345F,18/01/2018 17:00,17,64,52,62.9
1212846345F,18/01/2018 18:00,18,64,16,86.8
1212846345F,18/01/2018 19:00,19,64,17,95.5
1212846345F,18/01/2018 20:00,20,64,14,91.5
1212846345F,18/01/2018 21:00,21,64,9,86.7
1212846345F,18/01/2018 22:00,22,64,12,96.8
1212846345F,18/01/2018 23:00,23,64,2,94.5
1212846345F,19/01/2018 0:00,0,64,4,98.8
1212846345F,19/01/2018 1:00,1,64,8,92.8
1212846345F,19/01/2018 2:00,2,64,11,94.9
1212846345F,19/01/2018 3:00,3,64,8,92.5
1212846345F,19/01/2018 4:00,4,64,14,94.5
1212846345F,19/01/2018 5:00,5,64,35,95.5
1212846345F,19/01/2018 6:00,6,64,51,95.4
1212846345F,19/01/2018 7:00,7,64,61,92.8
1212846345F,19/01/2018 8:00,8,64,57,92.8
1212846345F,19/01/2018 9:00,9,64,71,90.1
1212846345F,19/01/2018 10:00,10,64,65,92.5
1212846345F,19/01/2018 11:00,11,64,55,93.3
1212846345F,19/01/2018 12:00,12,64,47,91.4
1212846345F,19/01/2018 13:00,13,64,73,90.9
1212846345F,19/01/2018 14:00,14,64,80,84.7
1212846345F,19/01/2018 15:00,15,64,65,61
1212846345F,19/01/2018 16:00,16,64,71,50.6
1212846345F,19/01/2018 17:00,17,64,51,66
1212846345F,19/01/2018 18:00,18,64,30,90.2
1212846345F,19/01/2018 19:00,19,64,13,97.9
1212846345F,19/01/2018 20:00,20,64,12,91.3
1212846345F,19/01/2018 21:00,21,64,8,79.8
1212846345F,19/01/2018 22:00,22,64,12,94.3
1212846345F,19/01/2018 23:00,23,64,5,95.8
1212846345F,20/01/2018 0:00,0,64,4,97.2
1212846345F,20/01/2018 1:00,1,64,5,97.4
1212846345F,20/01/2018 2:00,2,64,6,96
1212846345F,20/01/2018 3:00,3,64,7,92.7
1212846345F,20/01/2018 4:00,4,64,8,89.8
1212846345F,20/01/2018 5:00,5,64,12,93.8
1212846345F,20/01/2018 6:00,6,64,15,99.5
1212846345F,20/01/2018 7:00,7,64,20,94.7
1212846345F,20/01/2018 8:00,8,64,25,95.5
1212846345F,20/01/2018 9:00,9,64,34,94.2
1212846345F,20/01/2018 10:00,10,64,44,71.2
1212846345F,20/01/2018 11:00,11,64,53,47.5
1212846345F,20/01/2018 12:00,12,64,50,60.3
1212846345F,20/01/2018 13:00,13,64,33,90
1212846345F,20/01/2018 14:00,14,64,31,92.3
1212846345F,20/01/2018 15:00,15,64,24,92.5
1212846345F,20/01/2018 16:00,16,64,24,94.5
1212846345F,20/01/2018 17:00,17,64,30,96.3
1212846345F,20/01/2018 18:00,18,64,15,98.4
1212846345F,20/01/2018 19:00,19,64,6,98
1212846345F,20/01/2018 20:00,20,64,6,96.2
1212846345F,20/01/2018 21:00,21,64,4,98.8
1212846345F,20/01/2018 22:00,22,64,6,96.2
1212846345F,20/01/2018 23:00,23,64,2,93
1212846345F,21/01/2018 0:00,0,64,1,89
1212846345F,21/01/2018 1:00,1,64,4,98
1212846345F,21/01/2018 2:00,2,64,2,94
1212846345F,21/01/2018 3:00,3,64,1,95
1212846345F,21/01/2018 4:00,4,64,2,99
1212846345F,21/01/2018 5:00,5,64,5,98
1212846345F,21/01/2018 6:00,6,64,13,95.2
1212846345F,21/01/2018 7:00,7,64,11,97.5
1212846345F,21/01/2018 8:00,8,64,15,98.2
1212846345F,21/01/2018 9:00,9,64,19,93
1212846345F,21/01/2018 10:00,10,64,33,93
1212846345F,21/01/2018 11:00,11,64,25,93
1212846345F,21/01/2018 12:00,12,64,23,94
1212846345F,21/01/2018 13:00,13,64,26,95.8
1212846345F,21/01/2018 14:00,14,64,23,96.3
1212846345F,21/01/2018 15:00,15,64,16,95.4
1212846345F,21/01/2018 16:00,16,64,16,94
1212846345F,21/01/2018 17:00,17,64,16,96.9
1212846345F,21/01/2018 18:00,18,64,14,94.4
1212846345F,21/01/2018 19:00,19,64,11,92.9
1212846345F,21/01/2018 20:00,20,64,13,94.8
1212846345F,21/01/2018 21:00,21,64,5,99.2
1212846345F,21/01/2018 22:00,22,64,4,101
1212846345F,21/01/2018 23:00,23,64,6,98.2
1212846345F,22/01/2018 0:00,0,64,3,96.7
1212846345F,22/01/2018 1:00,1,64,9,94
1212846345F,22/01/2018 2:00,2,64,8,96.2
1212846345F,22/01/2018 3:00,3,64,12,95.2
1212846345F,22/01/2018 4:00,4,64,7,97.3
1212846345F,22/01/2018 5:00,5,64,45,96.9
1212846345F,22/01/2018 6:00,6,64,50,94.7
1212846345F,22/01/2018 7:00,7,64,74,94.1
1212846345F,22/01/2018 8:00,8,64,57,94.5
1212846345F,22/01/2018 9:00,9,64,42,93
1212846345F,22/01/2018 10:00,10,64,38,94.9
1212846345F,22/01/2018 11:00,11,64,55,93.7
1212846345F,22/01/2018 12:00,12,64,60,94.3
1212846345F,22/01/2018 13:00,13,64,55,94.8
1212846345F,22/01/2018 14:00,14,64,71,91.5
1212846345F,22/01/2018 15:00,15,64,77,89.2
1212846345F,22/01/2018 16:00,16,64,52,83.6
1212846345F,22/01/2018 17:00,17,64,46,89.8
1212846345F,22/01/2018 18:00,18,64,32,93.7
1212846345F,22/01/2018 19:00,19,64,13,91.2
1212846345F,22/01/2018 20:00,20,64,17,94
1212846345F,22/01/2018 21:00,21,64,17,88.9
1212846345F,22/01/2018 22:00,22,64,13,72.1
1212846345F,22/01/2018 23:00,23,64,4,81
1212846345F,23/01/2018 0:00,0,64,8,98.2
1212846345F,23/01/2018 1:00,1,64,5,96
1212846345F,23/01/2018 2:00,2,64,6,93
1212846345F,23/01/2018 3:00,3,64,14,90.4
