LINK-DIR,DATE-TIME,EPOCH-60MIN,LENGTH,COUNT,MEAN
1212846345F,6/04/2018 8:00,8,64,71,94.4
1212846345F,6/04/2018 9:00,9,64,74,93.3
1212846345F,6/04/2018 10:00,10,64,63,78.4
1212846345F,6/04/2018 11:00,11,64,77,76.9
1212846345F,6/04/2018 12:00,12,64,85,92.4
1212846345F,6/04/2018 13:00,13,64,64,91.9
1212846345F,6/04/2018 14:00,14,64,63,72.1
1212846345F,6/04/2018 15:00,15,64,77,46.7
1212846345F,6/04/2018 16:00,16,64,52,54.1
1212846345F,6/04/2018 17:00,17,64,64,59.8
1212846345F,6/04/2018 18:00,18,64,36,80.6
1212846345F,6/04/2018 19:00,19,64,27,96.6
1212846345F,6/04/2018 20:00,20,64,15,94.5
1212846345F,6/04/2018 21:00,21,64,9,95
1212846345F,6/04/2018 22:00,22,64,9,94.7
1212846345F,6/04/2018 23:00,23,64,2,97
1212846345F,7/04/2018 0:00,0,64,6,93.2
1212846345F,7/04/2018 1:00,1,64,8,98.1
1212846345F,7/04/2018 2:00,2,64,4,98.2
1212846345F,7/04/2018 3:00,3,64,3,91
1212846345F,7/04/2018 4:00,4,64,5,93.4
1212846345F,7/04/2018 5:00,5,64,15,96.5
1212846345F,7/04/2018 6:00,6,64,11,95.1
1212846345F,7/04/2018 7:00,7,64,38,96.6
1212846345F,7/04/2018 8:00,8,64,28,95.9
1212846345F,7/04/2018 9:00,9,64,42,95.8
1212846345F,7/04/2018 10:00,10,64,57,91.9
1212846345F,7/04/2018 11:00,11,64,33,92.5
1212846345F,7/04/2018 12:00,12,64,56,93.9
1212846345F,7/04/2018 13:00,13,64,30,92.3
1212846345F,7/04/2018 14:00,14,64,47,95.1
1212846345F,7/04/2018 15:00,15,64,40,94.2
1212846345F,7/04/2018 16:00,16,64,41,94.6
1212846345F,7/04/2018 17:00,17,64,9,92.9
1212846345F,7/04/2018 18:00,18,64,14,95.2
1212846345F,7/04/2018 19:00,19,64,10,95.9
1212846345F,7/04/2018 20:00,20,64,3,93.3
1212846345F,7/04/2018 21:00,21,64,6,98.3
1212846345F,7/04/2018 22:00,22,64,8,97.6
1212846345F,7/04/2018 23:00,23,64,9,95.2
1212846345F,8/04/2018 0:00,0,64,1,105
1212846345F,8/04/2018 1:00,1,64,1,103
1212846345F,8/04/2018 2:00,2,64,1,87
1212846345F,8/04/2018 5:00,5,64,8,91.8
1212846345F,8/04/2018 6:00,6,64,10,99.5
1212846345F,8/04/2018 7:00,7,64,17,97.1
1212846345F,8/04/2018 8:00,8,64,14,96.4
1212846345F,8/04/2018 9:00,9,64,26,95
1212846345F,8/04/2018 10:00,10,64,34,93.7
1212846345F,8/04/2018 11:00,11,64,29,93.8
1212846345F,8/04/2018 12:00,12,64,27,95.1
1212846345F,8/04/2018 13:00,13,64,23,92.3
1212846345F,8/04/2018 14:00,14,64,19,98.3
1212846345F,8/04/2018 15:00,15,64,22,96.9
1212846345F,8/04/2018 16:00,16,64,30,96.9
1212846345F,8/04/2018 17:00,17,64,18,96.6
1212846345F,8/04/2018 18:00,18,64,12,96.2
1212846345F,8/04/2018 19:00,19,64,10,97
1212846345F,8/04/2018 20:00,20,64,5,96.8
1212846345F,8/04/2018 21:00,21,64,9,95
1212846345F,8/04/2018 22:00,22,64,2,99.5
1212846345F,8/04/2018 23:00,23,64,3,93.3
1212846345F,9/04/2018 0:00,0,64,10,88.4
1212846345F,9/04/2018 1:00,1,64,8,93.4
1212846345F,9/04/2018 2:00,2,64,7,98.9
1212846345F,9/04/2018 3:00,3,64,15,92.3
1212846345F,9/04/2018 4:00,4,64,20,93
1212846345F,9/04/2018 5:00,5,64,38,93.9
1212846345F,9/04/2018 6:00,6,64,58,95.9
1212846345F,9/04/2018 7:00,7,64,78,93.3
1212846345F,9/04/2018 8:00,8,64,63,94.3
1212846345F,9/04/2018 9:00,9,64,66,92.7
1212846345F,9/04/2018 10:00,10,64,62,94.5
1212846345F,9/04/2018 11:00,11,64,78,95.4
1212846345F,9/04/2018 12:00,12,64,55,93.7
1212846345F,9/04/2018 13:00,13,64,63,94.5
1212846345F,9/04/2018 14:00,14,64,81,93.1
1212846345F,9/04/2018 15:00,15,64,77,76.4
1212846345F,9/04/2018 16:00,16,64,59,63.3
1212846345F,9/04/2018 17:00,17,64,65,68.9
1212846345F,9/04/2018 18:00,18,64,34,89.7
1212846345F,9/04/2018 19:00,19,64,17,95.2
1212846345F,9/04/2018 20:00,20,64,18,93.8
1212846345F,9/04/2018 21:00,21,64,15,96.5
1212846345F,9/04/2018 22:00,22,64,9,97.8
1212846345F,9/04/2018 23:00,23,64,4,88
1212846345F,10/04/2018 0:00,0,64,10,91.5
1212846345F,10/04/2018 1:00,1,64,17,95.7
1212846345F,10/04/2018 2:00,2,64,5,92
1212846345F,10/04/2018 3:00,3,64,7,96.4
1212846345F,10/04/2018 4:00,4,64,14,92.9
1212846345F,10/04/2018 5:00,5,64,46,93.5
1212846345F,10/04/2018 6:00,6,64,60,95.6
1212846345F,10/04/2018 7:00,7,64,71,93.9
1212846345F,10/04/2018 8:00,8,64,75,92.8
1212846345F,10/04/2018 9:00,9,64,64,94.8
1212846345F,10/04/2018 10:00,10,64,35,91.6
1212846345F,10/04/2018 11:00,11,64,54,93.8
1212846345F,10/04/2018 12:00,12,64,62,92.9
1212846345F,10/04/2018 13:00,13,64,78,93
1212846345F,10/04/2018 14:00,14,64,68,89.9
1212846345F,10/04/2018 15:00,15,64,85,89.7
1212846345F,10/04/2018 16:00,16,64,67,62.6
1212846345F,10/04/2018 17:00,17,64,61,71.7
1212846345F,10/04/2018 18:00,18,64,45,81.2
1212846345F,10/04/2018 19:00,19,64,22,93.5
1212846345F,10/04/2018 20:00,20,64,25,95.4
1212846345F,10/04/2018 21:00,21,64,14,90.1
1212846345F,10/04/2018 22:00,22,64,6,91.5
1212846345F,10/04/2018 23:00,23,64,5,88.2
1212846345F,11/04/2018 0:00,0,64,2,93.5
1212846345F,11/04/2018 1:00,1,64,11,93
1212846345F,11/04/2018 2:00,2,64,7,93.9
1212846345F,11/04/2018 3:00,3,64,9,95.4
1212846345F,11/04/2018 4:00,4,64,19,94.9
1212846345F,11/04/2018 5:00,5,64,24,95.5
1212846345F,11/04/2018 6:00,6,64,54,98.5
1212846345F,11/04/2018 7:00,7,64,106,91.8
1212846345F,11/04/2018 8:00,8,64,68,93.2
1212846345F,11/04/2018 9:00,9,64,72,89.8
1212846345F,11/04/2018 10:00,10,64,68,91
1212846345F,11/04/2018 11:00,11,64,71,92.4
1212846345F,11/04/2018 12:00,12,64,79,93.4
1212846345F,11/04/2018 13:00,13,64,84,92.4
1212846345F,11/04/2018 14:00,14,64,101,90.3
1212846345F,11/04/2018 15:00,15,64,84,79
1212846345F,11/04/2018 16:00,16,64,69,71.3
1212846345F,11/04/2018 17:00,17,64,64,73.8
1212846345F,11/04/2018 18:00,18,64,48,90.8
1212846345F,11/04/2018 19:00,19,64,17,95.6
1212846345F,11/04/2018 20:00,20,64,13,96.3
1212846345F,11/04/2018 21:00,21,64,5,97.4
1212846345F,11/04/2018 22:00,22,64,11,90.9
1212846345F,11/04/2018 23:00,23,64,8,94.9
1212846345F,12/04/2018 0:00,0,64,6,94.2
1212846345F,12/04/2018 1:00,1,64,5,99.2
1212846345F,12/04/2018 2:00,2,64,8,92.4
1212846345F,12/04/2018 3:00,3,64,9,95.9
1212846345F,12/04/2018 4:00,4,64,14,91.8
1212846345F,12/04/2018 5:00,5,64,44,94.5
1212846345F,12/04/2018 6:00,6,64,71,95.5
1212846345F,12/04/2018 7:00,7,64,69,93.5
1212846345F,12/04/2018 8:00,8,64,61,95.3
1212846345F,12/04/2018 9:00,9,64,64,92.5
1212846345F,12/04/2018 10:00,10,64,71,92.1
1212846345F,12/04/2018 11:00,11,64,90,93.3
1212846345F,12/04/2018 12:00,12,64,72,93.2
1212846345F,12/04/2018 13:00,13,64,81,94.2
1212846345F,12/04/2018 14:00,14,64,90,92
1212846345F,12/04/2018 15:00,15,64,92,89.7
1212846345F,12/04/2018 16:00,16,64,55,85.3
1212846345F,12/04/2018 17:00,17,64,62,86.5
1212846345F,12/04/2018 18:00,18,64,27,89.8
1212846345F,12/04/2018 19:00,19,64,17,94.2
1212846345F,12/04/2018 20:00,20,64,14,95.9
1212846345F,12/04/2018 21:00,21,64,7,89.1
1212846345F,12/04/2018 22:00,22,64,6,92.7
1212846345F,12/04/2018 23:00,23,64,3,94
1212846345F,13/04/2018 0:00,0,64,2,97
1212846345F,13/04/2018 1:00,1,64,5,94.4
1212846345F,13/04/2018 2:00,2,64,8,93.6
1212846345F,13/04/2018 3:00,3,64,13,93.1
1212846345F,13/04/2018 4:00,4,64,11,96
1212846345F,13/04/2018 5:00,5,64,38,93.2
1212846345F,13/04/2018 6:00,6,64,61,94.3
1212846345F,13/04/2018 7:00,7,64,68,95.4
1212846345F,13/04/2018 8:00,8,64,82,93.6
1212846345F,13/04/2018 9:00,9,64,71,94.1
1212846345F,13/04/2018 10:00,10,64,64,92.6
1212846345F,13/04/2018 11:00,11,64,54,91.9
1212846345F,13/04/2018 12:00,12,64,82,93
1212846345F,13/04/2018 13:00,13,64,78,92.3
1212846345F,13/04/2018 14:00,14,64,97,69.3
1212846345F,13/04/2018 15:00,15,64,79,49.5
1212846345F,13/04/2018 16:00,16,64,64,69.4
1212846345F,13/04/2018 17:00,17,64,49,77.4
1212846345F,13/04/2018 18:00,18,64,37,82.6
1212846345F,13/04/2018 19:00,19,64,20,93.5
1212846345F,13/04/2018 20:00,20,64,11,96.3
1212846345F,13/04/2018 21:00,21,64,5,89
1212846345F,13/04/2018 22:00,22,64,13,96
1212846345F,13/04/2018 23:00,23,64,7,93.6
1212846345F,14/04/2018 0:00,0,64,6,99.5
1212846345F,14/04/2018 1:00,1,64,3,95
1212846345F,14/04/2018 2:00,2,64,10,95.9
1212846345F,14/04/2018 3:00,3,64,1,90
1212846345F,14/04/2018 4:00,4,64,2,101.5
1212846345F,14/04/2018 5:00,5,64,13,97.2
1212846345F,14/04/2018 6:00,6,64,23,96.2
1212846345F,14/04/2018 7:00,7,64,23,95.1
1212846345F,14/04/2018 8:00,8,64,30,96.2
1212846345F,14/04/2018 9:00,9,64,33,93.7
1212846345F,14/04/2018 10:00,10,64,66,94.5
1212846345F,14/04/2018 11:00,11,64,54,57.8
1212846345F,14/04/2018 12:00,12,64,43,50.3
1212846345F,14/04/2018 13:00,13,64,39,92.9
1212846345F,14/04/2018 14:00,14,64,47,96.8
1212846345F,14/04/2018 15:00,15,64,23,95.1
1212846345F,14/04/2018 16:00,16,64,30,95.8
1212846345F,14/04/2018 17:00,17,64,19,94.5
1212846345F,14/04/2018 18:00,18,64,15,96.4
1212846345F,14/04/2018 19:00,19,64,10,101.4
1212846345F,14/04/2018 20:00,20,64,9,89.4
1212846345F,14/04/2018 21:00,21,64,5,100.2
1212846345F,14/04/2018 22:00,22,64,5,93
1212846345F,14/04/2018 23:00,23,64,1,99
1212846345F,15/04/2018 0:00,0,64,1,88
1212846345F,15/04/2018 1:00,1,64,5,98.2
1212846345F,15/04/2018 3:00,3,64,1,104
1212846345F,15/04/2018 4:00,4,64,3,98.7
1212846345F,15/04/2018 5:00,5,64,2,97
1212846345F,15/04/2018 6:00,6,64,4,96
1212846345F,15/04/2018 7:00,7,64,5,95.8
1212846345F,15/04/2018 8:00,8,64,12,94.6
1212846345F,15/04/2018 9:00,9,64,22,95.5
1212846345F,15/04/2018 10:00,10,64,30,94.1
1212846345F,15/04/2018 11:00,11,64,34,94.6
1212846345F,15/04/2018 12:00,12,64,17,96.1
1212846345F,15/04/2018 13:00,13,64,25,96.5
1212846345F,15/04/2018 14:00,14,64,24,93.9
1212846345F,15/04/2018 15:00,15,64,21,96.9
1212846345F,15/04/2018 16:00,16,64,17,95.1
1212846345F,15/04/2018 17:00,17,64,19,96.1
1212846345F,15/04/2018 18:00,18,64,22,89.2
1212846345F,15/04/2018 19:00,19,64,3,96.7
1212846345F,15/04/2018 20:00,20,64,3,102
1212846345F,15/04/2018 21:00,21,64,9,94.6
1212846345F,15/04/2018 22:00,22,64,5,93.2
1212846345F,15/04/2018 23:00,23,64,1,99
1212846345F,16/04/2018 0:00,0,64,2,99
1212846345F,16/04/2018 1:00,1,64,4,99
1212846345F,16/04/2018 2:00,2,64,6,90.8
1212846345F,16/04/2018 3:00,3,64,4,90.2
1212846345F,16/04/2018 4:00,4,64,13,93.5
1212846345F,16/04/2018 5:00,5,64,37,95.3
1212846345F,16/04/2018 6:00,6,64,78,93.7
1212846345F,16/04/2018 7:00,7,64,61,94
1212846345F,16/04/2018 8:00,8,64,48,91.9
1212846345F,16/04/2018 9:00,9,64,67,92.9
1212846345F,16/04/2018 10:00,10,64,58,93.8
1212846345F,16/04/2018 11:00,11,64,53,93.6
1212846345F,16/04/2018 12:00,12,64,78,94.9
1212846345F,16/04/2018 13:00,13,64,63,93.3
1212846345F,16/04/2018 14:00,14,64,59,93
1212846345F,16/04/2018 15:00,15,64,78,80.4
1212846345F,16/04/2018 16:00,16,64,48,70.4
1212846345F,16/04/2018 17:00,17,64,51,77.1
1212846345F,16/04/2018 18:00,18,64,27,90.3
1212846345F,16/04/2018 19:00,19,64,12,99.9
1212846345F,16/04/2018 20:00,20,64,4,99.8
1212846345F,16/04/2018 21:00,21,64,14,95.4
1212846345F,16/04/2018 22:00,22,64,6,99.5
1212846345F,16/04/2018 23:00,23,64,3,95
1212846345F,17/04/2018 0:00,0,64,5,99.4
1212846345F,17/04/2018 1:00,1,64,3,92.3
1212846345F,17/04/2018 2:00,2,64,5,93.4
1212846345F,17/04/2018 3:00,3,64,7,96.3
1212846345F,17/04/2018 4:00,4,64,17,94.6
1212846345F,17/04/2018 5:00,5,64,36,94.7
1212846345F,17/04/2018 6:00,6,64,67,96.4
1212846345F,17/04/2018 7:00,7,64,65,94.5
1212846345F,17/04/2018 8:00,8,64,51,93.2
1212846345F,17/04/2018 9:00,9,64,81,94
1212846345F,17/04/2018 10:00,10,64,43,93.8
1212846345F,17/04/2018 11:00,11,64,63,95.1
1212846345F,17/04/2018 12:00,12,64,69,95.3
1212846345F,17/04/2018 13:00,13,64,56,92.5
1212846345F,17/04/2018 14:00,14,64,81,91.8
1212846345F,17/04/2018 15:00,15,64,71,80.5
1212846345F,17/04/2018 16:00,16,64,49,79.8
1212846345F,17/04/2018 17:00,17,64,58,75.1
1212846345F,17/04/2018 18:00,18,64,39,62.1
1212846345F,17/04/2018 19:00,19,64,19,92.9
1212846345F,17/04/2018 20:00,20,64,11,98.1
1212846345F,17/04/2018 21:00,21,64,6,99
1212846345F,17/04/2018 22:00,22,64,3,90.7
1212846345F,17/04/2018 23:00,23,64,7,97.7
1212846345F,18/04/2018 0:00,0,64,6,93.8
1212846345F,18/04/2018 1:00,1,64,6,98.3
1212846345F,18/04/2018 2:00,2,64,3,94.3
1212846345F,18/04/2018 3:00,3,64,4,97.5
1212846345F,18/04/2018 4:00,4,64,16,92.8
1212846345F,18/04/2018 5:00,5,64,52,95.3
1212846345F,18/04/2018 6:00,6,64,70,94.7
1212846345F,18/04/2018 7:00,7,64,59,93.5
1212846345F,18/04/2018 8:00,8,64,44,92.5
1212846345F,18/04/2018 9:00,9,64,67,90.7
1212846345F,18/04/2018 10:00,10,64,58,92.8
1212846345F,18/04/2018 11:00,11,64,56,94
1212846345F,18/04/2018 12:00,12,64,57,94.1
1212846345F,18/04/2018 13:00,13,64,64,90.1
1212846345F,18/04/2018 14:00,14,64,81,91.2
1212846345F,18/04/2018 15:00,15,64,72,90.2
1212846345F,18/04/2018 16:00,16,64,54,69.7
1212846345F,18/04/2018 17:00,17,64,36,63.9
1212846345F,18/04/2018 18:00,18,64,27,74.5
1212846345F,18/04/2018 19:00,19,64,20,92.8
1212846345F,18/04/2018 20:00,20,64,17,95.1
1212846345F,18/04/2018 21:00,21,64,7,95.3
1212846345F,18/04/2018 22:00,22,64,9,70
1212846345F,18/04/2018 23:00,23,64,7,74.6
1212846345F,19/04/2018 0:00,0,64,10,74.8
1212846345F,19/04/2018 1:00,1,64,5,81.8
1212846345F,19/04/2018 2:00,2,64,10,87.7
1212846345F,19/04/2018 3:00,3,64,8,92.2
1212846345F,19/04/2018 4:00,4,64,6,97.8
1212846345F,19/04/2018 5:00,5,64,32,94.7
1212846345F,19/04/2018 6:00,6,64,54,93.1
1212846345F,19/04/2018 7:00,7,64,64,94.1
1212846345F,19/04/2018 8:00,8,64,66,93.1
1212846345F,19/04/2018 9:00,9,64,58,93.8
1212846345F,19/04/2018 10:00,10,64,52,92
1212846345F,19/04/2018 11:00,11,64,62,94.6
1212846345F,19/04/2018 12:00,12,64,60,95.8
1212846345F,19/04/2018 13:00,13,64,80,92.4
1212846345F,19/04/2018 14:00,14,64,90,92.7
1212846345F,19/04/2018 15:00,15,64,71,85
1212846345F,19/04/2018 16:00,16,64,63,82.6
1212846345F,19/04/2018 17:00,17,64,46,76.3
1212846345F,19/04/2018 18:00,18,64,31,85.5
1212846345F,19/04/2018 19:00,19,64,20,94.6
1212846345F,19/04/2018 20:00,20,64,20,93.2
1212846345F,19/04/2018 21:00,21,64,7,94.1
1212846345F,19/04/2018 22:00,22,64,8,95.8
1212846345F,19/04/2018 23:00,23,64,6,84.5
1212846345F,20/04/2018 0:00,0,64,3,95.3
1212846345F,20/04/2018 1:00,1,64,3,98.3
1212846345F,20/04/2018 2:00,2,64,10,91.4
1212846345F,20/04/2018 3:00,3,64,7,95.4
1212846345F,20/04/2018 4:00,4,64,18,95.1
1212846345F,20/04/2018 5:00,5,64,32,96.7
1212846345F,20/04/2018 6:00,6,64,59,95.4
1212846345F,20/04/2018 7:00,7,64,62,93.7
1212846345F,20/04/2018 8:00,8,64,69,94.1
1212846345F,20/04/2018 9:00,9,64,64,94.7
1212846345F,20/04/2018 10:00,10,64,40,93.9
1212846345F,20/04/2018 11:00,11,64,43,93.3
1212846345F,20/04/2018 12:00,12,64,65,91.9
1212846345F,20/04/2018 13:00,13,64,69,93.1
1212846345F,20/04/2018 14:00,14,64,84,59.8
1212846345F,20/04/2018 15:00,15,64,67,42.4
1212846345F,20/04/2018 16:00,16,64,52,38.7
1212846345F,20/04/2018 17:00,17,64,45,52
1212846345F,20/04/2018 18:00,18,64,34,68.9
1212846345F,20/04/2018 19:00,19,64,15,89.9
1212846345F,20/04/2018 20:00,20,64,20,93.3
1212846345F,20/04/2018 21:00,21,64,4,100.2
1212846345F,20/04/2018 22:00,22,64,14,95.8
1212846345F,20/04/2018 23:00,23,64,3,93
1212846345F,21/04/2018 0:00,0,64,4,93.8
1212846345F,21/04/2018 1:00,1,64,10,96
1212846345F,21/04/2018 2:00,2,64,4,92
1212846345F,21/04/2018 3:00,3,64,2,107
1212846345F,21/04/2018 4:00,4,64,4,90.5
1212846345F,21/04/2018 5:00,5,64,11,96.1
1212846345F,21/04/2018 6:00,6,64,15,98.2
1212846345F,21/04/2018 7:00,7,64,21,96.9
1212846345F,21/04/2018 8:00,8,64,21,96.1
1212846345F,21/04/2018 9:00,9,64,41,93.6
1212846345F,21/04/2018 10:00,10,64,49,77.9
1212846345F,21/04/2018 11:00,11,64,52,88.2
1212846345F,21/04/2018 12:00,12,64,44,90.8
1212846345F,21/04/2018 13:00,13,64,31,94.7
1212846345F,21/04/2018 14:00,14,64,37,91.5
1212846345F,21/04/2018 15:00,15,64,27,93.4
1212846345F,21/04/2018 16:00,16,64,25,96.2
1212846345F,21/04/2018 17:00,17,64,17,92.9
1212846345F,21/04/2018 18:00,18,64,14,93.8
1212846345F,21/04/2018 19:00,19,64,6,91.7
1212846345F,21/04/2018 20:00,20,64,3,98
1212846345F,21/04/2018 21:00,21,64,10,97.7
1212846345F,21/04/2018 23:00,23,64,3,92.7
1212846345F,22/04/2018 0:00,0,64,1,87
1212846345F,22/04/2018 1:00,1,64,3,96.3
1212846345F,22/04/2018 3:00,3,64,2,85.5
1212846345F,22/04/2018 4:00,4,64,4,99.5
1212846345F,22/04/2018 6:00,6,64,4,98
1212846345F,22/04/2018 7:00,7,64,6,99.8
1212846345F,22/04/2018 8:00,8,64,19,96.9
1212846345F,22/04/2018 9:00,9,64,37,64.6
1212846345F,22/04/2018 10:00,10,64,34,88.5
1212846345F,22/04/2018 11:00,11,64,37,96.6
1212846345F,22/04/2018 12:00,12,64,31,95.3
1212846345F,22/04/2018 13:00,13,64,37,97
1212846345F,22/04/2018 14:00,14,64,27,95.4
1212846345F,22/04/2018 15:00,15,64,16,94.8
1212846345F,22/04/2018 16:00,16,64,21,92.4
1212846345F,22/04/2018 17:00,17,64,18,96.4
1212846345F,22/04/2018 18:00,18,64,16,96.6
1212846345F,22/04/2018 19:00,19,64,8,91
1212846345F,22/04/2018 20:00,20,64,6,101
1212846345F,22/04/2018 21:00,21,64,8,92.9
1212846345F,22/04/2018 22:00,22,64,3,96.7
1212846345F,22/04/2018 23:00,23,64,5,89.6
1212846345F,23/04/2018 0:00,0,64,3,100
1212846345F,23/04/2018 1:00,1,64,6,94.8
1212846345F,23/04/2018 2:00,2,64,11,93.6
1212846345F,23/04/2018 3:00,3,64,8,93.8
1212846345F,23/04/2018 4:00,4,64,9,92.4
1212846345F,23/04/2018 5:00,5,64,36,96.1
1212846345F,23/04/2018 6:00,6,64,52,95.4
1212846345F,23/04/2018 7:00,7,64,48,96
1212846345F,23/04/2018 8:00,8,64,40,94.7
1212846345F,23/04/2018 9:00,9,64,43,93.6
1212846345F,23/04/2018 10:00,10,64,44,94.9
1212846345F,23/04/2018 11:00,11,64,73,94
1212846345F,23/04/2018 12:00,12,64,68,95.4
1212846345F,23/04/2018 13:00,13,64,54,93.8
1212846345F,23/04/2018 14:00,14,64,73,92.8
1212846345F,23/04/2018 15:00,15,64,60,92
1212846345F,23/04/2018 16:00,16,64,65,82.2
1212846345F,23/04/2018 17:00,17,64,44,67.8
1212846345F,23/04/2018 18:00,18,64,34,93
1212846345F,23/04/2018 19:00,19,64,18,91.4
1212846345F,23/04/2018 20:00,20,64,15,97.4
1212846345F,23/04/2018 21:00,21,64,5,93.4
1212846345F,23/04/2018 22:00,22,64,10,93.6
1212846345F,23/04/2018 23:00,23,64,13,90.1
1212846345F,24/04/2018 0:00,0,64,7,96.1
1212846345F,24/04/2018 1:00,1,64,7,89.4
1212846345F,24/04/2018 2:00,2,64,8,93.8
1212846345F,24/04/2018 3:00,3,64,5,99.8
1212846345F,24/04/2018 4:00,4,64,4,92.5
1212846345F,24/04/2018 5:00,5,64,30,94.5
1212846345F,24/04/2018 6:00,6,64,63,95
1212846345F,24/04/2018 7:00,7,64,44,94.1
1212846345F,24/04/2018 8:00,8,64,46,94.3
1212846345F,24/04/2018 9:00,9,64,57,94.7
1212846345F,24/04/2018 10:00,10,64,55,95.5
1212846345F,24/04/2018 11:00,11,64,52,95.1
1212846345F,24/04/2018 12:00,12,64,50,95.5
1212846345F,24/04/2018 13:00,13,64,57,94.3
1212846345F,24/04/2018 14:00,14,64,75,91.8
1212846345F,24/04/2018 15:00,15,64,75,89.5
1212846345F,24/04/2018 16:00,16,64,66,83.4
1212846345F,24/04/2018 17:00,17,64,50,56.5
1212846345F,24/04/2018 18:00,18,64,40,71.8
1212846345F,24/04/2018 19:00,19,64,15,93.5
1212846345F,24/04/2018 20:00,20,64,14,91
1212846345F,24/04/2018 21:00,21,64,11,96.2
1212846345F,24/04/2018 22:00,22,64,3,92.7
1212846345F,24/04/2018 23:00,23,64,2,90.5
1212846345F,25/04/2018 0:00,0,64,5,96.8
1212846345F,25/04/2018 2:00,2,64,3,97.7
1212846345F,25/04/2018 4:00,4,64,4,95.5
1212846345F,25/04/2018 5:00,5,64,2,95.5
1212846345F,25/04/2018 6:00,6,64,8,98
1212846345F,25/04/2018 7:00,7,64,3,99.7
1212846345F,25/04/2018 8:00,8,64,6,100
1212846345F,25/04/2018 9:00,9,64,23,96.3
1212846345F,25/04/2018 10:00,10,64,19,95.1
1212846345F,25/04/2018 11:00,11,64,11,97.5
1212846345F,25/04/2018 12:00,12,64,19,96.7
1212846345F,25/04/2018 13:00,13,64,16,97.4
1212846345F,25/04/2018 14:00,14,64,16,96.4
1212846345F,25/04/2018 15:00,15,64,6,96.7
1212846345F,25/04/2018 16:00,16,64,9,97.6
1212846345F,25/04/2018 17:00,17,64,11,94.9
1212846345F,25/04/2018 18:00,18,64,4,96.8
1212846345F,25/04/2018 19:00,19,64,6,98.5
1212846345F,25/04/2018 20:00,20,64,6,98.5
1212846345F,25/04/2018 22:00,22,64,2,95
1212846345F,25/04/2018 23:00,23,64,2,97.5
1212846345F,26/04/2018 0:00,0,64,2,89.5
1212846345F,26/04/2018 1:00,1,64,6,98.2
1212846345F,26/04/2018 2:00,2,64,8,96.1
1212846345F,26/04/2018 3:00,3,64,8,98.9
1212846345F,26/04/2018 4:00,4,64,11,94.4
1212846345F,26/04/2018 5:00,5,64,33,95
1212846345F,26/04/2018 6:00,6,64,49,94.8
1212846345F,26/04/2018 7:00,7,64,61,94.3
1212846345F,26/04/2018 8:00,8,64,50,93.3
1212846345F,26/04/2018 9:00,9,64,50,93.9
1212846345F,26/04/2018 10:00,10,64,43,94.8
1212846345F,26/04/2018 11:00,11,64,50,94.9
1212846345F,26/04/2018 12:00,12,64,64,93.2
1212846345F,26/04/2018 13:00,13,64,56,92.4
1212846345F,26/04/2018 14:00,14,64,72,91.8
1212846345F,26/04/2018 15:00,15,64,76,69.2
1212846345F,26/04/2018 16:00,16,64,59,67.9
1212846345F,26/04/2018 17:00,17,64,64,68.5
1212846345F,26/04/2018 18:00,18,64,52,82.3
1212846345F,26/04/2018 19:00,19,64,23,92.7
1212846345F,26/04/2018 20:00,20,64,9,96.9
1212846345F,26/04/2018 21:00,21,64,7,93.4
1212846345F,26/04/2018 22:00,22,64,12,95.9
1212846345F,26/04/2018 23:00,23,64,7,93
1212846345F,27/04/2018 0:00,0,64,8,91.8
1212846345F,27/04/2018 1:00,1,64,8,93.4
1212846345F,27/04/2018 2:00,2,64,8,92.8
1212846345F,27/04/2018 3:00,3,64,12,95.2
1212846345F,27/04/2018 4:00,4,64,10,93.5
1212846345F,27/04/2018 5:00,5,64,29,96.2
1212846345F,27/04/2018 6:00,6,64,61,94.3
1212846345F,27/04/2018 7:00,7,64,67,95.3
1212846345F,27/04/2018 8:00,8,64,51,95.7
1212846345F,27/04/2018 9:00,9,64,58,93.9
1212846345F,27/04/2018 10:00,10,64,67,92.1
1212846345F,27/04/2018 11:00,11,64,47,93.6
1212846345F,27/04/2018 12:00,12,64,60,95
1212846345F,27/04/2018 13:00,13,64,79,93.5
1212846345F,27/04/2018 14:00,14,64,87,68.6
1212846345F,27/04/2018 15:00,15,64,72,63.1
1212846345F,27/04/2018 16:00,16,64,52,71.9
1212846345F,27/04/2018 17:00,17,64,52,64.7
1212846345F,27/04/2018 18:00,18,64,36,80.1
1212846345F,27/04/2018 19:00,19,64,14,98.6
1212846345F,27/04/2018 20:00,20,64,8,96.1
1212846345F,27/04/2018 21:00,21,64,1,97
1212846345F,27/04/2018 22:00,22,64,15,91.6
1212846345F,27/04/2018 23:00,23,64,7,97.3
1212846345F,28/04/2018 0:00,0,64,8,93.9
1212846345F,28/04/2018 1:00,1,64,3,108
1212846345F,28/04/2018 2:00,2,64,10,93.5
1212846345F,28/04/2018 3:00,3,64,5,93.8
1212846345F,28/04/2018 4:00,4,64,4,94.2
1212846345F,28/04/2018 5:00,5,64,5,93.2
1212846345F,28/04/2018 6:00,6,64,17,96.5
1212846345F,28/04/2018 7:00,7,64,25,96
1212846345F,28/04/2018 8:00,8,64,26,94.7
1212846345F,28/04/2018 9:00,9,64,42,94.6
1212846345F,28/04/2018 10:00,10,64,58,91.7
