LINK-DIR,DATE-TIME,EPOCH-60MIN,LENGTH,COUNT,MEAN
1085262725T,2019-06-24 16:00,16,62,3,30.3
1085262725T,2019-06-24 17:00,17,62,10,31.0
1085262725T,2019-06-24 18:00,18,62,1,33.0
1085262725T,2019-06-24 21:00,21,62,1,43.0
1085262725T,2019-06-25 04:00,4,62,3,43.0
1085262725T,2019-06-25 06:00,6,62,4,37.5
1085262725T,2019-06-25 07:00,7,62,10,37.3
1085262725T,2019-06-25 09:00,9,62,3,33.3
1085262725T,2019-06-25 10:00,10,62,1,20.0
1085262725T,2019-06-25 11:00,11,62,6,25.7
1085262725T,2019-06-25 12:00,12,62,5,32.2
1085262725T,2019-06-25 13:00,13,62,7,23.9
1085262725T,2019-06-25 14:00,14,62,3,36.7
1085262725T,2019-06-25 15:00,15,62,5,26.2
1085262725T,2019-06-25 16:00,16,62,3,25.3
1085262725T,2019-06-25 17:00,17,62,2,42.0
1085262725T,2019-06-25 18:00,18,62,5,29.6
1085262725T,2019-06-25 21:00,21,62,2,26.0
1085262725T,2019-06-26 04:00,4,62,3,38.7
1085262725T,2019-06-26 05:00,5,62,1,41.0
1085262725T,2019-06-26 06:00,6,62,2,42.5
1085262725T,2019-06-26 07:00,7,62,13,36.7
1085262725T,2019-06-26 08:00,8,62,2,41.5
1085262725T,2019-06-26 09:00,9,62,4,30.0
1085262725T,2019-06-26 10:00,10,62,3,35.3
1085262725T,2019-06-26 11:00,11,62,1,22.0
1085262725T,2019-06-26 12:00,12,62,4,32.5
1085262725T,2019-06-26 13:00,13,62,7,30.1
1085262725T,2019-06-26 14:00,14,62,3,20.7
1085262725T,2019-06-26 15:00,15,62,2,29.5
1085262725T,2019-06-26 16:00,16,62,2,34.5
1085262725T,2019-06-26 17:00,17,62,4,23.0
1085262725T,2019-06-26 18:00,18,62,2,33.0
1085262725T,2019-06-26 19:00,19,62,3,39.3
1085262725T,2019-06-26 21:00,21,62,3,30.7
1085262725T,2019-06-27 04:00,4,62,3,38.3
1085262725T,2019-06-27 06:00,6,62,4,37.0
1085262725T,2019-06-27 07:00,7,62,8,40.9
1085262725T,2019-06-27 08:00,8,62,4,33.2
1085262725T,2019-06-27 09:00,9,62,4,35.8
1085262725T,2019-06-27 10:00,10,62,7,26.3
1085262725T,2019-06-27 11:00,11,62,6,30.7
1085262725T,2019-06-27 12:00,12,62,7,33.4
1085262725T,2019-06-27 13:00,13,62,8,28.5
1085262725T,2019-06-27 14:00,14,62,5,28.2
1085262725T,2019-06-27 15:00,15,62,1,40.0
1085262725T,2019-06-27 16:00,16,62,5,30.4
1085262725T,2019-06-27 17:00,17,62,3,32.3
1085262725T,2019-06-27 18:00,18,62,4,17.8
1085262725T,2019-06-27 19:00,19,62,2,36.5
1085262725T,2019-06-28 04:00,4,62,2,38.5
1085262725T,2019-06-28 06:00,6,62,5,32.0
1085262725T,2019-06-28 07:00,7,62,7,35.0
1085262725T,2019-06-28 08:00,8,62,3,27.0
1085262725T,2019-06-28 09:00,9,62,4,38.2
1085262725T,2019-06-28 10:00,10,62,3,22.3
1085262725T,2019-06-28 11:00,11,62,1,6.0
1085262725T,2019-06-28 12:00,12,62,2,32.0
1085262725T,2019-06-28 13:00,13,62,3,23.7
1085262725T,2019-06-28 14:00,14,62,4,26.0
1085262725T,2019-06-28 15:00,15,62,7,17.9
1085262725T,2019-06-28 16:00,16,62,2,36.0
1085262725T,2019-06-28 17:00,17,62,3,33.7
1085262725T,2019-06-28 18:00,18,62,8,33.9
1085262725T,2019-06-28 19:00,19,62,2,39.5
1085262725T,2019-06-28 20:00,20,62,1,36.0
1085262725T,2019-07-01 04:00,4,62,1,43.0
1085262725T,2019-07-01 05:00,5,62,3,50.0
1085262725T,2019-07-01 06:00,6,62,2,43.0
1085262725T,2019-07-01 07:00,7,62,4,41.8
1085262725T,2019-07-01 08:00,8,62,6,37.2
1085262725T,2019-07-01 09:00,9,62,9,28.0
1085262725T,2019-07-01 10:00,10,62,3,23.7
1085262725T,2019-07-01 11:00,11,62,6,28.2
1085262725T,2019-07-01 12:00,12,62,10,32.5
1085262725T,2019-07-01 13:00,13,62,3,32.0
1085262725T,2019-07-01 14:00,14,62,7,22.7
1085262725T,2019-07-01 15:00,15,62,3,32.3
1085262725T,2019-07-01 16:00,16,62,3,34.0
1085262725T,2019-07-01 17:00,17,62,3,23.7
1085262725T,2019-07-01 18:00,18,62,2,32.5
1085262725T,2019-07-01 20:00,20,62,1,46.0
1085262725T,2019-07-01 21:00,21,62,3,32.7
1085262725T,2019-07-02 04:00,4,62,3,39.0
1085262725T,2019-07-02 05:00,5,62,2,54.0
1085262725T,2019-07-02 06:00,6,62,7,39.6
1085262725T,2019-07-02 07:00,7,62,10,37.5
1085262725T,2019-07-02 08:00,8,62,2,33.0
1085262725T,2019-07-02 09:00,9,62,5,37.0
1085262725T,2019-07-02 10:00,10,62,5,35.8
1085262725T,2019-07-02 11:00,11,62,7,21.1
1085262725T,2019-07-02 12:00,12,62,4,33.0
1085262725T,2019-07-02 13:00,13,62,3,28.3
1085262725T,2019-07-02 14:00,14,62,12,29.3
1085262725T,2019-07-02 15:00,15,62,2,34.5
1085262725T,2019-07-02 16:00,16,62,4,33.5
1085262725T,2019-07-02 17:00,17,62,3,24.0
1085262725T,2019-07-02 20:00,20,62,1,19.0
1085262725T,2019-07-02 22:00,22,62,2,42.5
1085262725T,2019-07-03 04:00,4,62,3,40.7
1085262725T,2019-07-03 05:00,5,62,1,50.0
1085262725T,2019-07-03 06:00,6,62,4,34.2
1085262725T,2019-07-03 07:00,7,62,8,41.1
1085262725T,2019-07-03 08:00,8,62,2,37.5
1085262725T,2019-07-03 09:00,9,62,9,30.4
1085262725T,2019-07-03 10:00,10,62,6,28.2
1085262725T,2019-07-03 11:00,11,62,3,24.0
1085262725T,2019-07-03 12:00,12,62,6,29.3
1085262725T,2019-07-03 13:00,13,62,6,21.5
1085262725T,2019-07-03 14:00,14,62,2,9.5
1085262725T,2019-07-03 15:00,15,62,7,32.1
1085262725T,2019-07-03 16:00,16,62,2,38.0
1085262725T,2019-07-03 17:00,17,62,5,26.8
1085262725T,2019-07-03 18:00,18,62,4,31.8
1085262725T,2019-07-04 05:00,5,62,2,43.0
1085262725T,2019-07-04 06:00,6,62,6,34.5
1085262725T,2019-07-04 07:00,7,62,7,43.3
1085262725T,2019-07-04 08:00,8,62,3,36.3
1085262725T,2019-07-04 09:00,9,62,4,18.8
1085262725T,2019-07-04 10:00,10,62,2,25.0
1085262725T,2019-07-04 11:00,11,62,3,24.0
1085262725T,2019-07-04 12:00,12,62,5,39.2
1085262725T,2019-07-04 13:00,13,62,5,22.4
1085262725T,2019-07-04 14:00,14,62,2,26.5
1085262725T,2019-07-04 15:00,15,62,2,27.5
1085262725T,2019-07-04 16:00,16,62,4,31.5
1085262725T,2019-07-04 17:00,17,62,4,28.8
1085262725T,2019-07-04 18:00,18,62,3,40.3
1085262725T,2019-07-05 04:00,4,62,3,41.0
1085262725T,2019-07-05 05:00,5,62,2,51.0
1085262725T,2019-07-05 06:00,6,62,5,41.6
1085262725T,2019-07-05 07:00,7,62,9,39.0
1085262725T,2019-07-05 08:00,8,62,9,33.2
1085262725T,2019-07-05 09:00,9,62,7,37.1
1085262725T,2019-07-05 10:00,10,62,1,16.0
1085262725T,2019-07-05 11:00,11,62,3,20.3
1085262725T,2019-07-05 12:00,12,62,10,23.2
1085262725T,2019-07-05 13:00,13,62,1,31.0
1085262725T,2019-07-05 14:00,14,62,6,24.7
1085262725T,2019-07-05 15:00,15,62,4,38.2
1085262725T,2019-07-05 16:00,16,62,5,20.4
1085262725T,2019-07-05 17:00,17,62,3,20.0
1085262725T,2019-07-05 18:00,18,62,4,38.2
1085262725T,2019-07-05 19:00,19,62,4,35.2
1085262725T,2019-07-08 03:00,3,62,1,41.0
1085262725T,2019-07-08 04:00,4,62,3,43.3
1085262725T,2019-07-08 06:00,6,62,3,34.0
1085262725T,2019-07-08 07:00,7,62,13,35.1
1085262725T,2019-07-08 08:00,8,62,6,33.0
1085262725T,2019-07-08 09:00,9,62,9,9.6
1085262725T,2019-07-08 10:00,10,62,10,7.9
1085262725T,2019-07-08 11:00,11,62,3,31.3
1085262725T,2019-07-08 12:00,12,62,9,26.7
1085262725T,2019-07-08 13:00,13,62,3,17.3
1085262725T,2019-07-08 14:00,14,62,9,34.4
1085262725T,2019-07-08 15:00,15,62,3,21.7
1085262725T,2019-07-08 16:00,16,62,4,32.0
1085262725T,2019-07-08 17:00,17,62,6,36.3
1085262725T,2019-07-08 18:00,18,62,2,33.5
1085262725T,2019-07-08 19:00,19,62,1,32.0
1085262725T,2019-07-08 20:00,20,62,2,21.5
1085262725T,2019-07-09 05:00,5,62,2,50.5
1085262725T,2019-07-09 06:00,6,62,7,41.6
1085262725T,2019-07-09 07:00,7,62,9,37.7
1085262725T,2019-07-09 08:00,8,62,5,40.0
1085262725T,2019-07-09 09:00,9,62,8,31.9
1085262725T,2019-07-09 10:00,10,62,2,38.5
1085262725T,2019-07-09 11:00,11,62,11,28.4
1085262725T,2019-07-09 12:00,12,62,6,33.3
1085262725T,2019-07-09 13:00,13,62,6,31.3
1085262725T,2019-07-09 14:00,14,62,4,28.5
1085262725T,2019-07-09 15:00,15,62,13,18.2
1085262725T,2019-07-09 16:00,16,62,4,23.8
1085262725T,2019-07-09 18:00,18,62,1,35.0
1085262725T,2019-07-09 20:00,20,62,4,38.2
1085262725T,2019-07-09 22:00,22,62,2,37.5
1085262725T,2019-07-10 04:00,4,62,1,41.0
1085262725T,2019-07-10 05:00,5,62,3,38.7
1085262725T,2019-07-10 06:00,6,62,5,40.4
1085262725T,2019-07-10 07:00,7,62,5,33.6
1085262725T,2019-07-10 08:00,8,62,1,42.0
1085262725T,2019-07-10 09:00,9,62,4,39.0
1085262725T,2019-07-10 11:00,11,62,1,24.0
1085262725T,2019-07-10 12:00,12,62,4,24.8
1085262725T,2019-07-10 13:00,13,62,3,37.7
1085262725T,2019-07-10 14:00,14,62,12,18.2
1085262725T,2019-07-10 15:00,15,62,7,27.1
1085262725T,2019-07-10 16:00,16,62,3,32.3
1085262725T,2019-07-10 17:00,17,62,4,34.5
1085262725T,2019-07-10 18:00,18,62,5,35.2
1085262725T,2019-07-10 19:00,19,62,2,37.0
1085262725T,2019-07-10 22:00,22,62,2,38.5
1085262725T,2019-07-11 04:00,4,62,1,41.0
1085262725T,2019-07-11 05:00,5,62,2,40.5
1085262725T,2019-07-11 06:00,6,62,5,33.6
1085262725T,2019-07-11 07:00,7,62,5,44.8
1085262725T,2019-07-11 08:00,8,62,2,31.0
1085262725T,2019-07-11 09:00,9,62,3,38.3
1085262725T,2019-07-11 11:00,11,62,3,24.7
1085262725T,2019-07-11 12:00,12,62,4,6.5
1085262725T,2019-07-11 13:00,13,62,6,29.0
1085262725T,2019-07-11 14:00,14,62,6,28.7
1085262725T,2019-07-11 15:00,15,62,8,22.0
1085262725T,2019-07-11 16:00,16,62,3,36.0
1085262725T,2019-07-11 17:00,17,62,4,28.5
1085262725T,2019-07-11 18:00,18,62,2,27.0
1085262725T,2019-07-11 19:00,19,62,4,34.8
1085262725T,2019-07-11 21:00,21,62,1,12.0
1085262725T,2019-07-12 04:00,4,62,3,47.0
1085262725T,2019-07-12 05:00,5,62,2,53.5
1085262725T,2019-07-12 06:00,6,62,4,29.5
1085262725T,2019-07-12 07:00,7,62,3,36.0
1085262725T,2019-07-12 08:00,8,62,6,31.7
1085262725T,2019-07-12 09:00,9,62,3,38.3
1085262725T,2019-07-12 10:00,10,62,7,34.9
1085262725T,2019-07-12 11:00,11,62,2,30.0
1085262725T,2019-07-12 12:00,12,62,8,30.5
1085262725T,2019-07-12 13:00,13,62,17,14.8
1085262725T,2019-07-12 14:00,14,62,8,14.6
1085262725T,2019-07-12 16:00,16,62,10,21.7
1085262725T,2019-07-12 17:00,17,62,5,31.2
1085262725T,2019-07-12 18:00,18,62,1,37.0
1085262725T,2019-07-12 19:00,19,62,5,39.6
1085262725T,2019-07-12 20:00,20,62,2,35.0
1085262725T,2019-07-12 21:00,21,62,2,36.5
1085262725T,2019-07-15 03:00,3,62,2,39.5
1085262725T,2019-07-15 04:00,4,62,2,40.0
1085262725T,2019-07-15 05:00,5,62,1,52.0
1085262725T,2019-07-15 06:00,6,62,4,40.8
1085262725T,2019-07-15 07:00,7,62,5,37.2
1085262725T,2019-07-15 08:00,8,62,11,36.3
1085262725T,2019-07-15 09:00,9,62,7,33.4
1085262725T,2019-07-15 10:00,10,62,1,40.0
1085262725T,2019-07-15 11:00,11,62,3,34.7
1085262725T,2019-07-15 12:00,12,62,5,36.2
1085262725T,2019-07-15 13:00,13,62,1,33.0
1085262725T,2019-07-15 14:00,14,62,7,24.7
1085262725T,2019-07-15 15:00,15,62,3,31.3
1085262725T,2019-07-15 16:00,16,62,3,40.3
1085262725T,2019-07-15 17:00,17,62,5,28.4
1085262725T,2019-07-15 18:00,18,62,1,36.0
1085262725T,2019-07-15 20:00,20,62,2,42.0
1085262725T,2019-07-16 05:00,5,62,1,45.0
1085262725T,2019-07-16 06:00,6,62,12,42.9
1085262725T,2019-07-16 07:00,7,62,8,44.2
1085262725T,2019-07-16 08:00,8,62,2,25.5
1085262725T,2019-07-16 09:00,9,62,7,35.4
1085262725T,2019-07-16 10:00,10,62,9,33.2
1085262725T,2019-07-16 11:00,11,62,4,29.2
1085262725T,2019-07-16 12:00,12,62,4,27.0
1085262725T,2019-07-16 13:00,13,62,2,22.5
1085262725T,2019-07-16 14:00,14,62,9,21.1
1085262725T,2019-07-16 15:00,15,62,5,27.6
1085262725T,2019-07-16 16:00,16,62,6,16.7
1085262725T,2019-07-16 18:00,18,62,2,31.0
1085262725T,2019-07-16 19:00,19,62,3,38.0
1085262725T,2019-07-16 20:00,20,62,3,36.7
1085262725T,2019-07-17 03:00,3,62,1,43.0
1085262725T,2019-07-17 04:00,4,62,1,39.0
1085262725T,2019-07-17 05:00,5,62,3,41.3
1085262725T,2019-07-17 06:00,6,62,3,36.0
1085262725T,2019-07-17 07:00,7,62,9,38.0
1085262725T,2019-07-17 08:00,8,62,2,32.0
1085262725T,2019-07-17 09:00,9,62,4,30.8
1085262725T,2019-07-17 10:00,10,62,3,32.3
1085262725T,2019-07-17 11:00,11,62,4,44.5
1085262725T,2019-07-17 12:00,12,62,4,43.5
1085262725T,2019-07-17 13:00,13,62,6,29.2
1085262725T,2019-07-17 14:00,14,62,1,33.0
1085262725T,2019-07-17 15:00,15,62,9,24.4
1085262725T,2019-07-17 16:00,16,62,6,16.3
1085262725T,2019-07-17 17:00,17,62,4,25.0
1085262725T,2019-07-17 18:00,18,62,1,26.0
1085262725T,2019-07-17 19:00,19,62,3,37.7
1085262725T,2019-07-17 21:00,21,62,3,32.3
1085262725T,2019-07-17 22:00,22,62,2,36.0
1085262725T,2019-07-17 23:00,23,62,2,41.5
1085262725T,2019-07-18 05:00,5,62,1,49.0
1085262725T,2019-07-18 06:00,6,62,6,34.3
1085262725T,2019-07-18 07:00,7,62,12,38.1
1085262725T,2019-07-18 08:00,8,62,3,39.7
1085262725T,2019-07-18 09:00,9,62,3,36.0
1085262725T,2019-07-18 10:00,10,62,1,31.0
1085262725T,2019-07-18 11:00,11,62,1,25.0
1085262725T,2019-07-18 12:00,12,62,6,25.7
1085262725T,2019-07-18 13:00,13,62,2,37.0
1085262725T,2019-07-18 14:00,14,62,4,34.0
1085262725T,2019-07-18 15:00,15,62,11,17.7
1085262725T,2019-07-18 16:00,16,62,6,28.3
1085262725T,2019-07-18 17:00,17,62,8,30.0
1085262725T,2019-07-18 18:00,18,62,6,32.8
1085262725T,2019-07-19 05:00,5,62,1,23.0
1085262725T,2019-07-19 06:00,6,62,5,28.8
1085262725T,2019-07-19 07:00,7,62,3,44.0
1085262725T,2019-07-19 10:00,10,62,3,23.7
1085262725T,2019-07-19 11:00,11,62,7,34.7
1085262725T,2019-07-19 12:00,12,62,3,17.7
1085262725T,2019-07-19 13:00,13,62,6,24.8
1085262725T,2019-07-19 14:00,14,62,2,34.0
1085262725T,2019-07-19 15:00,15,62,8,15.4
1085262725T,2019-07-19 16:00,16,62,2,20.5
1085262725T,2019-07-19 17:00,17,62,2,36.0
1085262725T,2019-07-19 18:00,18,62,5,38.4
1085262725T,2019-07-19 19:00,19,62,3,36.0
1085262725T,2019-07-19 20:00,20,62,2,36.5
1085262725T,2019-07-22 03:00,3,62,1,38.0
1085262725T,2019-07-22 04:00,4,62,3,52.3
1085262725T,2019-07-22 05:00,5,62,4,46.8
1085262725T,2019-07-22 06:00,6,62,2,38.0
1085262725T,2019-07-22 07:00,7,62,10,32.5
1085262725T,2019-07-22 10:00,10,62,4,33.2
1085262725T,2019-07-22 11:00,11,62,7,33.9
1085262725T,2019-07-22 12:00,12,62,3,39.7
1085262725T,2019-07-22 13:00,13,62,2,16.0
1085262725T,2019-07-22 14:00,14,62,11,38.3
1085262725T,2019-07-22 15:00,15,62,2,24.0
1085262725T,2019-07-22 16:00,16,62,2,36.5
1085262725T,2019-07-22 17:00,17,62,4,19.8
1085262725T,2019-07-22 19:00,19,62,2,32.5
1085262725T,2019-07-22 20:00,20,62,2,52.0
1085262725T,2019-07-22 22:00,22,62,1,16.0
1085262725T,2019-07-23 00:00,0,62,2,18.0
1085262725T,2019-07-23 05:00,5,62,4,35.5
1085262725T,2019-07-23 06:00,6,62,5,38.4
1085262725T,2019-07-23 07:00,7,62,9,41.9
1085262725T,2019-07-23 08:00,8,62,4,28.0
1085262725T,2019-07-23 09:00,9,62,1,33.0
1085262725T,2019-07-23 10:00,10,62,1,44.0
1085262725T,2019-07-23 11:00,11,62,10,34.6
1085262725T,2019-07-23 12:00,12,62,3,27.3
1085262725T,2019-07-23 13:00,13,62,2,34.0
1085262725T,2019-07-23 15:00,15,62,5,28.8
1085262725T,2019-07-23 16:00,16,62,4,34.5
1085262725T,2019-07-23 17:00,17,62,2,30.0
1085262725T,2019-07-24 04:00,4,62,1,41.0
1085262725T,2019-07-24 05:00,5,62,3,47.7
1085262725T,2019-07-24 06:00,6,62,2,38.5
1085262725T,2019-07-24 07:00,7,62,10,39.2
1085262725T,2019-07-24 08:00,8,62,6,26.7
1085262725T,2019-07-24 09:00,9,62,4,27.0
1085262725T,2019-07-24 10:00,10,62,3,32.3
1085262725T,2019-07-24 11:00,11,62,3,38.0
1085262725T,2019-07-24 12:00,12,62,7,34.1
1085262725T,2019-07-24 13:00,13,62,8,34.4
1085262725T,2019-07-24 14:00,14,62,4,30.2
1085262725T,2019-07-24 15:00,15,62,6,22.3
1085262725T,2019-07-24 16:00,16,62,4,35.8
1085262725T,2019-07-24 17:00,17,62,1,44.0
1085262725T,2019-07-24 20:00,20,62,2,38.0
1085262725T,2019-07-25 04:00,4,62,1,36.0
1085262725T,2019-07-25 05:00,5,62,2,47.0
1085262725T,2019-07-25 06:00,6,62,5,38.8
1085262725T,2019-07-25 07:00,7,62,10,40.4
1085262725T,2019-07-25 08:00,8,62,3,43.3
1085262725T,2019-07-25 09:00,9,62,2,23.5
1085262725T,2019-07-25 10:00,10,62,5,32.8
1085262725T,2019-07-25 11:00,11,62,10,26.8
1085262725T,2019-07-25 12:00,12,62,6,29.8
1085262725T,2019-07-25 13:00,13,62,9,32.9
1085262725T,2019-07-25 14:00,14,62,6,31.7
1085262725T,2019-07-25 15:00,15,62,3,34.3
1085262725T,2019-07-25 16:00,16,62,6,27.3
1085262725T,2019-07-25 17:00,17,62,5,33.8
1085262725T,2019-07-26 05:00,5,62,2,27.5
1085262725T,2019-07-26 06:00,6,62,3,33.0
1085262725T,2019-07-26 07:00,7,62,8,41.0
1085262725T,2019-07-26 08:00,8,62,2,40.0
1085262725T,2019-07-26 09:00,9,62,1,44.0
1085262725T,2019-07-26 10:00,10,62,6,39.0
1085262725T,2019-07-26 11:00,11,62,10,13.1
1085262725T,2019-07-26 12:00,12,62,7,32.4
1085262725T,2019-07-26 13:00,13,62,1,17.0
1085262725T,2019-07-26 14:00,14,62,3,33.7
1085262725T,2019-07-26 15:00,15,62,7,21.4
1085262725T,2019-07-26 16:00,16,62,2,35.5
1085262725T,2019-07-26 17:00,17,62,2,48.0
1085262725T,2019-07-26 19:00,19,62,1,13.0
1085262725T,2019-07-29 03:00,3,62,1,45.0
1085262725T,2019-07-29 04:00,4,62,1,49.0
1085262725T,2019-07-29 05:00,5,62,2,49.0
1085262725T,2019-07-29 06:00,6,62,4,40.0
1085262725T,2019-07-29 07:00,7,62,10,37.0
1085262725T,2019-07-29 08:00,8,62,4,38.8
1085262725T,2019-07-29 09:00,9,62,4,29.8
1085262725T,2019-07-29 10:00,10,62,1,17.0
1085262725T,2019-07-29 11:00,11,62,4,36.0
1085262725T,2019-07-29 12:00,12,62,7,33.1
1085262725T,2019-07-29 13:00,13,62,1,43.0
1085262725T,2019-07-29 14:00,14,62,7,26.3
1085262725T,2019-07-29 15:00,15,62,6,28.5
1085262725T,2019-07-29 16:00,16,62,9,36.0
1085262725T,2019-07-29 17:00,17,62,6,32.5
1085262725T,2019-07-29 18:00,18,62,1,44.0
1085262725T,2019-07-29 19:00,19,62,1,37.0
1085262725T,2019-07-30 00:00,0,62,2,55.0
1085262725T,2019-07-30 03:00,3,62,3,40.0
1085262725T,2019-07-30 04:00,4,62,1,43.0
1085262725T,2019-07-30 05:00,5,62,1,44.0
1085262725T,2019-07-30 06:00,6,62,6,36.3
1085262725T,2019-07-30 07:00,7,62,8,40.0
1085262725T,2019-07-30 08:00,8,62,2,40.5
1085262725T,2019-07-30 09:00,9,62,8,41.4
1085262725T,2019-07-30 10:00,10,62,7,35.0
1085262725T,2019-07-30 11:00,11,62,4,32.0
1085262725T,2019-07-30 12:00,12,62,9,28.0
1085262725T,2019-07-30 13:00,13,62,3,26.7
1085262725T,2019-07-30 14:00,14,62,11,29.1
1085262725T,2019-07-30 15:00,15,62,4,20.2
1085262725T,2019-07-30 16:00,16,62,2,35.5
1085262725T,2019-07-30 17:00,17,62,8,28.6
1085262725T,2019-07-30 18:00,18,62,1,36.0
1085262725T,2019-07-31 02:00,2,62,1,38.0
1085262725T,2019-07-31 05:00,5,62,5,46.4
1085262725T,2019-07-31 06:00,6,62,2,41.0
1085262725T,2019-07-31 07:00,7,62,9,41.7
1085262725T,2019-07-31 08:00,8,62,2,34.0
1085262725T,2019-07-31 09:00,9,62,9,25.4
1085262725T,2019-07-31 10:00,10,62,9,34.2
1085262725T,2019-07-31 11:00,11,62,8,30.8
1085262725T,2019-07-31 12:00,12,62,3,39.7
1085262725T,2019-07-31 13:00,13,62,7,31.7
1085262725T,2019-07-31 14:00,14,62,5,27.4
1085262725T,2019-07-31 15:00,15,62,1,13.0
1085262725T,2019-07-31 16:00,16,62,1,14.0
1085262725T,2019-07-31 18:00,18,62,14,29.4
1085262725T,2019-07-31 19:00,19,62,1,36.0
1085262725T,2019-07-31 21:00,21,62,2,37.5
1085262725T,2019-08-01 02:00,2,62,1,61.0
1085262725T,2019-08-01 05:00,5,62,1,52.0
1085262725T,2019-08-01 06:00,6,62,2,42.0
1085262725T,2019-08-01 07:00,7,62,8,43.5
1085262725T,2019-08-01 08:00,8,62,6,28.0
1085262725T,2019-08-01 09:00,9,62,4,36.0
1085262725T,2019-08-01 10:00,10,62,2,37.0
1085262725T,2019-08-01 11:00,11,62,4,26.5
1085262725T,2019-08-01 12:00,12,62,1,18.0
1085262725T,2019-08-01 13:00,13,62,3,32.7
1085262725T,2019-08-01 14:00,14,62,7,31.1
1085262725T,2019-08-01 15:00,15,62,3,29.3
1085262725T,2019-08-01 16:00,16,62,3,21.3
1085262725T,2019-08-01 17:00,17,62,2,16.0
1085262725T,2019-08-01 18:00,18,62,1,33.0
1085262725T,2019-08-01 19:00,19,62,4,35.0
1085262725T,2019-08-02 04:00,4,62,1,49.0
1085262725T,2019-08-02 06:00,6,62,5,41.0
1085262725T,2019-08-02 07:00,7,62,2,39.0
1085262725T,2019-08-02 08:00,8,62,7,38.6
1085262725T,2019-08-02 09:00,9,62,5,34.0
1085262725T,2019-08-02 10:00,10,62,4,36.5
1085262725T,2019-08-02 11:00,11,62,3,28.3
1085262725T,2019-08-02 12:00,12,62,5,21.4
1085262725T,2019-08-02 13:00,13,62,7,36.1
1085262725T,2019-08-02 14:00,14,62,6,14.3
1085262725T,2019-08-02 17:00,17,62,8,17.2
1085262725T,2019-08-02 18:00,18,62,2,31.0
1085262725T,2019-08-02 19:00,19,62,4,39.2
1085262725T,2019-08-02 20:00,20,62,6,30.2
1085262725T,2019-08-02 23:00,23,62,1,41.0
1085262725T,2019-08-05 01:00,1,62,1,37.0
1085262725T,2019-08-05 05:00,5,62,5,47.4
1085262725T,2019-08-05 06:00,6,62,3,42.0
1085262725T,2019-08-05 07:00,7,62,9,41.1
1085262725T,2019-08-05 08:00,8,62,3,35.3
1085262725T,2019-08-05 09:00,9,62,5,29.2
1085262725T,2019-08-05 10:00,10,62,4,30.0
1085262725T,2019-08-05 11:00,11,62,8,31.9
1085262725T,2019-08-05 12:00,12,62,4,22.2
1085262725T,2019-08-05 13:00,13,62,5,34.0
1085262725T,2019-08-05 14:00,14,62,4,34.5
1085262725T,2019-08-05 15:00,15,62,5,29.6
1085262725T,2019-08-05 16:00,16,62,3,24.0
1085262725T,2019-08-05 18:00,18,62,7,38.7
1085262725T,2019-08-05 21:00,21,62,2,42.0
1085262725T,2019-08-06 02:00,2,62,1,39.0
1085262725T,2019-08-06 05:00,5,62,1,50.0
1085262725T,2019-08-06 06:00,6,62,5,39.2
1085262725T,2019-08-06 07:00,7,62,12,39.0
1085262725T,2019-08-06 08:00,8,62,2,21.0
1085262725T,2019-08-06 09:00,9,62,8,37.8
1085262725T,2019-08-06 10:00,10,62,6,34.0
1085262725T,2019-08-06 11:00,11,62,4,29.5
1085262725T,2019-08-06 12:00,12,62,3,35.3
1085262725T,2019-08-06 13:00,13,62,1,47.0
1085262725T,2019-08-06 14:00,14,62,8,36.0
1085262725T,2019-08-06 15:00,15,62,5,30.2
1085262725T,2019-08-06 16:00,16,62,2,35.0
1085262725T,2019-08-06 17:00,17,62,5,31.2
1085262725T,2019-08-06 18:00,18,62,5,39.4
1085262725T,2019-08-06 19:00,19,62,1,42.0
1085262725T,2019-08-06 20:00,20,62,4,37.8
1085262725T,2019-08-07 05:00,5,62,4,47.8
1085262725T,2019-08-07 06:00,6,62,6,36.7
1085262725T,2019-08-07 07:00,7,62,13,39.4
1085262725T,2019-08-07 08:00,8,62,8,32.9
1085262725T,2019-08-07 09:00,9,62,9,28.3
1085262725T,2019-08-07 10:00,10,62,3,31.0
1085262725T,2019-08-07 11:00,11,62,5,35.6
1085262725T,2019-08-07 12:00,12,62,12,33.9
1085262725T,2019-08-07 13:00,13,62,6,34.8
1085262725T,2019-08-07 14:00,14,62,7,26.4
1085262725T,2019-08-07 15:00,15,62,1,21.0
1085262725T,2019-08-07 17:00,17,62,3,30.3
1085262725T,2019-08-07 18:00,18,62,2,37.0
1085262725T,2019-08-07 21:00,21,62,2,45.0
1085262725T,2019-08-08 05:00,5,62,2,43.0
1085262725T,2019-08-08 06:00,6,62,6,33.0
1085262725T,2019-08-08 07:00,7,62,8,43.2
1085262725T,2019-08-08 08:00,8,62,4,36.8
1085262725T,2019-08-08 09:00,9,62,7,43.7
1085262725T,2019-08-08 10:00,10,62,9,35.2
1085262725T,2019-08-08 11:00,11,62,1,43.0
1085262725T,2019-08-08 12:00,12,62,9,30.0
1085262725T,2019-08-08 13:00,13,62,6,25.3
1085262725T,2019-08-08 14:00,14,62,2,25.0
1085262725T,2019-08-08 15:00,15,62,3,23.0
1085262725T,2019-08-08 16:00,16,62,5,22.4
