LINK-DIR,DATE-TIME,EPOCH-60MIN,LENGTH,COUNT,MEAN
988573468T,2019-05-16 11:00,11,52,4,12.0
988573468T,2019-05-16 12:00,12,52,5,26.8
988573468T,2019-05-16 13:00,13,52,16,16.2
988573468T,2019-05-16 14:00,14,52,8,18.5
988573468T,2019-05-16 15:00,15,52,5,19.2
988573468T,2019-05-16 17:00,17,52,5,14.2
988573468T,2019-05-16 18:00,18,52,5,26.2
988573468T,2019-05-16 21:00,21,52,6,32.2
988573468T,2019-05-17 03:00,3,52,2,34.0
988573468T,2019-05-17 05:00,5,52,3,30.3
988573468T,2019-05-17 06:00,6,52,6,33.8
988573468T,2019-05-17 07:00,7,52,12,24.8
988573468T,2019-05-17 08:00,8,52,4,19.8
988573468T,2019-05-17 09:00,9,52,8,29.9
988573468T,2019-05-17 10:00,10,52,11,23.3
988573468T,2019-05-17 11:00,11,52,8,7.4
988573468T,2019-05-17 12:00,12,52,5,14.0
988573468T,2019-05-17 13:00,13,52,5,22.4
988573468T,2019-05-17 14:00,14,52,13,14.5
988573468T,2019-05-17 15:00,15,52,11,15.8
988573468T,2019-05-17 16:00,16,52,2,14.5
988573468T,2019-05-17 17:00,17,52,4,21.2
988573468T,2019-05-17 18:00,18,52,7,21.3
988573468T,2019-05-17 19:00,19,52,4,20.8
988573468T,2019-05-17 20:00,20,52,3,30.3
988573468T,2019-05-17 23:00,23,52,1,54.0
988573468T,2019-05-20 04:00,4,52,1,35.0
988573468T,2019-05-20 05:00,5,52,6,28.3
988573468T,2019-05-20 06:00,6,52,3,31.7
988573468T,2019-05-20 07:00,7,52,6,23.3
988573468T,2019-05-20 08:00,8,52,10,17.7
988573468T,2019-05-20 09:00,9,52,8,30.8
988573468T,2019-05-20 10:00,10,52,5,10.8
988573468T,2019-05-20 11:00,11,52,4,20.8
988573468T,2019-05-20 12:00,12,52,5,17.0
988573468T,2019-05-20 13:00,13,52,6,27.3
988573468T,2019-05-20 14:00,14,52,3,23.3
988573468T,2019-05-20 15:00,15,52,4,21.2
988573468T,2019-05-20 16:00,16,52,11,22.2
988573468T,2019-05-20 17:00,17,52,3,15.3
988573468T,2019-05-20 18:00,18,52,5,26.8
988573468T,2019-05-20 20:00,20,52,1,32.0
988573468T,2019-05-21 04:00,4,52,3,34.3
988573468T,2019-05-21 05:00,5,52,4,43.5
988573468T,2019-05-21 06:00,6,52,2,21.5
988573468T,2019-05-21 07:00,7,52,10,24.1
988573468T,2019-05-21 09:00,9,52,2,8.0
988573468T,2019-05-21 10:00,10,52,2,40.5
988573468T,2019-05-21 11:00,11,52,7,26.3
988573468T,2019-05-21 12:00,12,52,6,22.3
988573468T,2019-05-21 13:00,13,52,8,15.4
988573468T,2019-05-21 14:00,14,52,4,16.0
988573468T,2019-05-21 15:00,15,52,2,22.0
988573468T,2019-05-21 16:00,16,52,2,8.5
988573468T,2019-05-21 17:00,17,52,1,4.0
988573468T,2019-05-21 18:00,18,52,3,22.7
988573468T,2019-05-21 19:00,19,52,2,16.0
988573468T,2019-05-21 20:00,20,52,3,31.7
988573468T,2019-05-22 03:00,3,52,1,43.0
988573468T,2019-05-22 05:00,5,52,6,44.8
988573468T,2019-05-22 06:00,6,52,4,23.8
988573468T,2019-05-22 07:00,7,52,12,17.6
988573468T,2019-05-22 08:00,8,52,6,26.8
988573468T,2019-05-22 09:00,9,52,10,18.6
988573468T,2019-05-22 10:00,10,52,6,21.3
988573468T,2019-05-22 11:00,11,52,6,23.8
988573468T,2019-05-22 12:00,12,52,5,18.4
988573468T,2019-05-22 13:00,13,52,1,44.0
988573468T,2019-05-22 14:00,14,52,4,12.2
988573468T,2019-05-22 15:00,15,52,2,10.5
988573468T,2019-05-22 16:00,16,52,5,30.6
988573468T,2019-05-22 17:00,17,52,4,10.8
988573468T,2019-05-22 18:00,18,52,4,32.0
988573468T,2019-05-22 19:00,19,52,1,18.0
988573468T,2019-05-22 20:00,20,52,1,26.0
988573468T,2019-05-23 05:00,5,52,3,42.0
988573468T,2019-05-23 06:00,6,52,4,32.2
988573468T,2019-05-23 07:00,7,52,8,35.6
988573468T,2019-05-23 08:00,8,52,2,36.0
988573468T,2019-05-23 09:00,9,52,7,24.4
988573468T,2019-05-23 10:00,10,52,5,15.8
988573468T,2019-05-23 11:00,11,52,7,17.3
988573468T,2019-05-23 12:00,12,52,6,27.7
988573468T,2019-05-23 13:00,13,52,4,21.5
988573468T,2019-05-23 14:00,14,52,4,11.5
988573468T,2019-05-23 15:00,15,52,6,12.8
988573468T,2019-05-23 16:00,16,52,6,21.0
988573468T,2019-05-23 17:00,17,52,2,20.0
988573468T,2019-05-23 18:00,18,52,1,36.0
988573468T,2019-05-23 20:00,20,52,1,43.0
988573468T,2019-05-23 21:00,21,52,2,28.0
988573468T,2019-05-24 03:00,3,52,1,44.0
988573468T,2019-05-24 04:00,4,52,1,58.0
988573468T,2019-05-24 05:00,5,52,1,45.0
988573468T,2019-05-24 06:00,6,52,9,20.4
988573468T,2019-05-24 07:00,7,52,3,26.7
988573468T,2019-05-24 08:00,8,52,5,34.4
988573468T,2019-05-24 09:00,9,52,7,25.6
988573468T,2019-05-24 10:00,10,52,4,37.0
988573468T,2019-05-24 11:00,11,52,10,13.7
988573468T,2019-05-24 12:00,12,52,7,15.7
988573468T,2019-05-24 13:00,13,52,10,23.1
988573468T,2019-05-24 14:00,14,52,6,12.3
988573468T,2019-05-24 15:00,15,52,1,16.0
988573468T,2019-05-24 16:00,16,52,7,14.4
988573468T,2019-05-24 17:00,17,52,6,18.0
988573468T,2019-05-24 18:00,18,52,7,14.3
988573468T,2019-05-24 19:00,19,52,5,23.2
988573468T,2019-05-24 20:00,20,52,1,42.0
988573468T,2019-05-24 21:00,21,52,2,23.0
988573468T,2019-05-24 22:00,22,52,3,22.3
988573468T,2019-05-27 02:00,2,52,1,40.0
988573468T,2019-05-27 03:00,3,52,1,42.0
988573468T,2019-05-27 05:00,5,52,5,40.4
988573468T,2019-05-27 07:00,7,52,11,21.0
988573468T,2019-05-27 08:00,8,52,1,6.0
988573468T,2019-05-27 09:00,9,52,3,31.7
988573468T,2019-05-27 10:00,10,52,2,16.0
988573468T,2019-05-27 11:00,11,52,5,30.6
988573468T,2019-05-27 12:00,12,52,6,24.0
988573468T,2019-05-27 13:00,13,52,6,36.8
988573468T,2019-05-27 14:00,14,52,3,6.7
988573468T,2019-05-27 15:00,15,52,4,10.8
988573468T,2019-05-27 16:00,16,52,4,15.0
988573468T,2019-05-27 17:00,17,52,1,11.0
988573468T,2019-05-27 18:00,18,52,10,14.6
988573468T,2019-05-28 05:00,5,52,1,39.0
988573468T,2019-05-28 06:00,6,52,2,27.0
988573468T,2019-05-28 07:00,7,52,7,22.6
988573468T,2019-05-28 08:00,8,52,11,14.8
988573468T,2019-05-28 09:00,9,52,8,21.1
988573468T,2019-05-28 10:00,10,52,10,17.2
988573468T,2019-05-28 11:00,11,52,5,36.0
988573468T,2019-05-28 12:00,12,52,3,29.7
988573468T,2019-05-28 13:00,13,52,4,24.0
988573468T,2019-05-28 14:00,14,52,7,31.3
988573468T,2019-05-28 15:00,15,52,9,22.2
988573468T,2019-05-28 16:00,16,52,9,27.0
988573468T,2019-05-28 17:00,17,52,3,25.7
988573468T,2019-05-28 18:00,18,52,2,40.5
988573468T,2019-05-28 19:00,19,52,2,37.0
988573468T,2019-05-28 20:00,20,52,4,22.5
988573468T,2019-05-28 21:00,21,52,1,29.0
988573468T,2019-05-29 03:00,3,52,1,36.0
988573468T,2019-05-29 05:00,5,52,1,41.0
988573468T,2019-05-29 06:00,6,52,8,28.4
988573468T,2019-05-29 07:00,7,52,14,10.9
988573468T,2019-05-29 08:00,8,52,5,7.0
988573468T,2019-05-29 09:00,9,52,7,20.1
988573468T,2019-05-29 10:00,10,52,15,22.1
988573468T,2019-05-29 11:00,11,52,4,17.5
988573468T,2019-05-29 12:00,12,52,5,24.0
988573468T,2019-05-29 13:00,13,52,5,21.0
988573468T,2019-05-29 14:00,14,52,4,23.2
988573468T,2019-05-29 15:00,15,52,6,11.8
988573468T,2019-05-29 16:00,16,52,8,27.1
988573468T,2019-05-29 17:00,17,52,4,38.0
988573468T,2019-05-29 18:00,18,52,5,18.4
988573468T,2019-05-29 19:00,19,52,2,37.0
988573468T,2019-05-30 05:00,5,52,1,42.0
988573468T,2019-05-30 06:00,6,52,8,32.8
988573468T,2019-05-30 07:00,7,52,6,26.5
988573468T,2019-05-30 08:00,8,52,8,29.4
988573468T,2019-05-30 10:00,10,52,10,20.0
988573468T,2019-05-30 11:00,11,52,2,43.5
988573468T,2019-05-30 12:00,12,52,11,23.4
988573468T,2019-05-30 13:00,13,52,12,24.0
988573468T,2019-05-30 14:00,14,52,5,26.6
988573468T,2019-05-30 15:00,15,52,12,20.3
988573468T,2019-05-30 16:00,16,52,4,19.0
988573468T,2019-05-30 17:00,17,52,21,19.1
988573468T,2019-05-30 18:00,18,52,6,11.0
988573468T,2019-05-30 19:00,19,52,2,40.0
988573468T,2019-05-30 20:00,20,52,1,41.0
988573468T,2019-05-30 21:00,21,52,3,28.7
988573468T,2019-05-31 04:00,4,52,1,39.0
988573468T,2019-05-31 06:00,6,52,4,17.2
988573468T,2019-05-31 08:00,8,52,5,33.6
988573468T,2019-05-31 09:00,9,52,7,26.1
988573468T,2019-05-31 10:00,10,52,3,18.7
988573468T,2019-05-31 11:00,11,52,20,20.5
988573468T,2019-05-31 12:00,12,52,7,17.7
988573468T,2019-05-31 13:00,13,52,5,17.8
988573468T,2019-05-31 14:00,14,52,6,17.8
988573468T,2019-05-31 15:00,15,52,5,23.8
988573468T,2019-05-31 16:00,16,52,2,27.5
988573468T,2019-05-31 17:00,17,52,7,18.4
988573468T,2019-05-31 18:00,18,52,6,19.7
988573468T,2019-05-31 19:00,19,52,2,27.0
988573468T,2019-05-31 20:00,20,52,4,21.8
988573468T,2019-06-03 03:00,3,52,1,43.0
988573468T,2019-06-03 04:00,4,52,3,40.7
988573468T,2019-06-03 06:00,6,52,2,19.0
988573468T,2019-06-03 07:00,7,52,4,39.0
988573468T,2019-06-03 08:00,8,52,5,25.4
988573468T,2019-06-03 09:00,9,52,14,19.8
988573468T,2019-06-03 10:00,10,52,5,30.0
988573468T,2019-06-03 11:00,11,52,1,36.0
988573468T,2019-06-03 12:00,12,52,6,21.2
988573468T,2019-06-03 13:00,13,52,6,22.2
988573468T,2019-06-03 14:00,14,52,12,18.6
988573468T,2019-06-03 15:00,15,52,6,13.3
988573468T,2019-06-03 16:00,16,52,2,14.5
988573468T,2019-06-03 17:00,17,52,3,8.3
988573468T,2019-06-03 18:00,18,52,9,27.1
988573468T,2019-06-03 20:00,20,52,1,38.0
988573468T,2019-06-03 21:00,21,52,3,32.3
988573468T,2019-06-03 22:00,22,52,1,46.0
988573468T,2019-06-04 04:00,4,52,2,39.0
988573468T,2019-06-04 05:00,5,52,4,30.2
988573468T,2019-06-04 06:00,6,52,5,27.2
988573468T,2019-06-04 07:00,7,52,9,28.6
988573468T,2019-06-04 08:00,8,52,2,19.0
988573468T,2019-06-04 09:00,9,52,12,22.5
988573468T,2019-06-04 10:00,10,52,10,10.2
988573468T,2019-06-04 11:00,11,52,3,26.7
988573468T,2019-06-04 12:00,12,52,4,33.0
988573468T,2019-06-04 13:00,13,52,7,17.0
988573468T,2019-06-04 14:00,14,52,5,20.6
988573468T,2019-06-04 15:00,15,52,7,22.3
988573468T,2019-06-04 17:00,17,52,6,18.0
988573468T,2019-06-04 18:00,18,52,6,14.3
988573468T,2019-06-04 19:00,19,52,2,21.5
988573468T,2019-06-04 20:00,20,52,1,45.0
988573468T,2019-06-04 21:00,21,52,1,54.0
988573468T,2019-06-04 22:00,22,52,1,22.0
988573468T,2019-06-05 04:00,4,52,3,41.0
988573468T,2019-06-05 05:00,5,52,1,35.0
988573468T,2019-06-05 06:00,6,52,2,24.0
988573468T,2019-06-05 07:00,7,52,5,35.2
988573468T,2019-06-05 08:00,8,52,7,17.9
988573468T,2019-06-05 09:00,9,52,10,12.1
988573468T,2019-06-05 10:00,10,52,5,16.2
988573468T,2019-06-05 11:00,11,52,4,13.5
988573468T,2019-06-05 12:00,12,52,4,15.8
988573468T,2019-06-05 13:00,13,52,5,18.6
988573468T,2019-06-05 14:00,14,52,6,14.8
988573468T,2019-06-05 15:00,15,52,10,18.6
988573468T,2019-06-05 16:00,16,52,6,20.3
988573468T,2019-06-05 17:00,17,52,3,17.0
988573468T,2019-06-05 18:00,18,52,2,18.5
988573468T,2019-06-05 19:00,19,52,3,25.0
988573468T,2019-06-05 20:00,20,52,3,35.3
988573468T,2019-06-05 22:00,22,52,2,40.5
988573468T,2019-06-06 05:00,5,52,1,35.0
988573468T,2019-06-06 06:00,6,52,6,28.7
988573468T,2019-06-06 07:00,7,52,6,29.2
988573468T,2019-06-06 08:00,8,52,6,14.2
988573468T,2019-06-06 09:00,9,52,3,17.7
988573468T,2019-06-06 10:00,10,52,2,37.5
988573468T,2019-06-06 11:00,11,52,4,11.5
988573468T,2019-06-06 12:00,12,52,5,17.6
988573468T,2019-06-06 13:00,13,52,7,20.3
988573468T,2019-06-06 14:00,14,52,7,15.7
988573468T,2019-06-06 15:00,15,52,8,18.2
988573468T,2019-06-06 16:00,16,52,10,19.0
988573468T,2019-06-06 17:00,17,52,4,24.0
988573468T,2019-06-06 18:00,18,52,3,15.0
988573468T,2019-06-06 20:00,20,52,3,30.0
988573468T,2019-06-06 22:00,22,52,4,42.5
988573468T,2019-06-07 04:00,4,52,1,45.0
988573468T,2019-06-07 06:00,6,52,4,36.0
988573468T,2019-06-07 07:00,7,52,12,24.0
988573468T,2019-06-07 08:00,8,52,5,27.8
988573468T,2019-06-07 09:00,9,52,4,39.5
988573468T,2019-06-07 10:00,10,52,6,26.3
988573468T,2019-06-07 11:00,11,52,10,16.1
988573468T,2019-06-07 12:00,12,52,4,18.5
988573468T,2019-06-07 13:00,13,52,10,15.3
988573468T,2019-06-07 14:00,14,52,4,15.8
988573468T,2019-06-07 15:00,15,52,4,15.5
988573468T,2019-06-07 18:00,18,52,3,33.3
988573468T,2019-06-10 03:00,3,52,1,42.0
988573468T,2019-06-10 04:00,4,52,3,41.3
988573468T,2019-06-10 05:00,5,52,3,20.7
988573468T,2019-06-10 06:00,6,52,3,32.3
988573468T,2019-06-10 07:00,7,52,6,21.5
988573468T,2019-06-10 08:00,8,52,7,22.7
988573468T,2019-06-10 09:00,9,52,2,14.5
988573468T,2019-06-10 10:00,10,52,13,18.0
988573468T,2019-06-10 11:00,11,52,11,24.1
988573468T,2019-06-10 12:00,12,52,25,13.8
988573468T,2019-06-10 13:00,13,52,3,26.0
988573468T,2019-06-10 14:00,14,52,8,15.1
988573468T,2019-06-10 15:00,15,52,3,19.3
988573468T,2019-06-10 16:00,16,52,4,21.0
988573468T,2019-06-10 17:00,17,52,8,29.6
988573468T,2019-06-10 18:00,18,52,6,19.8
988573468T,2019-06-11 05:00,5,52,2,39.0
988573468T,2019-06-11 06:00,6,52,7,36.0
988573468T,2019-06-11 07:00,7,52,7,25.9
988573468T,2019-06-11 08:00,8,52,6,24.3
988573468T,2019-06-11 09:00,9,52,2,42.5
988573468T,2019-06-11 10:00,10,52,4,10.2
988573468T,2019-06-11 11:00,11,52,4,15.2
988573468T,2019-06-11 12:00,12,52,4,17.0
988573468T,2019-06-11 13:00,13,52,7,22.0
988573468T,2019-06-11 14:00,14,52,3,10.3
988573468T,2019-06-11 15:00,15,52,10,15.0
988573468T,2019-06-11 16:00,16,52,7,14.9
988573468T,2019-06-11 17:00,17,52,7,25.1
988573468T,2019-06-11 20:00,20,52,1,40.0
988573468T,2019-06-12 04:00,4,52,3,44.3
988573468T,2019-06-12 05:00,5,52,7,43.7
988573468T,2019-06-12 06:00,6,52,4,29.8
988573468T,2019-06-12 07:00,7,52,4,24.5
988573468T,2019-06-12 08:00,8,52,10,16.7
988573468T,2019-06-12 09:00,9,52,9,42.7
988573468T,2019-06-12 10:00,10,52,8,24.1
988573468T,2019-06-12 11:00,11,52,10,23.1
988573468T,2019-06-12 12:00,12,52,5,22.2
988573468T,2019-06-12 13:00,13,52,7,22.4
988573468T,2019-06-12 14:00,14,52,6,15.2
988573468T,2019-06-12 15:00,15,52,4,17.2
988573468T,2019-06-12 16:00,16,52,2,24.5
988573468T,2019-06-12 17:00,17,52,12,20.0
988573468T,2019-06-12 18:00,18,52,3,32.0
988573468T,2019-06-12 20:00,20,52,5,15.6
988573468T,2019-06-13 04:00,4,52,2,36.5
988573468T,2019-06-13 05:00,5,52,4,28.5
988573468T,2019-06-13 06:00,6,52,3,31.3
988573468T,2019-06-13 07:00,7,52,5,16.2
988573468T,2019-06-13 08:00,8,52,6,15.3
988573468T,2019-06-13 09:00,9,52,8,23.4
988573468T,2019-06-13 10:00,10,52,8,23.1
988573468T,2019-06-13 11:00,11,52,9,16.9
988573468T,2019-06-13 12:00,12,52,6,22.5
988573468T,2019-06-13 13:00,13,52,6,9.8
988573468T,2019-06-13 14:00,14,52,7,20.7
988573468T,2019-06-13 15:00,15,52,1,37.0
988573468T,2019-06-13 16:00,16,52,8,13.1
988573468T,2019-06-13 17:00,17,52,7,15.0
988573468T,2019-06-13 18:00,18,52,3,29.3
988573468T,2019-06-13 19:00,19,52,1,20.0
988573468T,2019-06-13 22:00,22,52,1,34.0
988573468T,2019-06-14 01:00,1,52,1,43.0
988573468T,2019-06-14 04:00,4,52,1,49.0
988573468T,2019-06-14 05:00,5,52,2,46.5
988573468T,2019-06-14 06:00,6,52,2,29.0
988573468T,2019-06-14 07:00,7,52,5,21.2
988573468T,2019-06-14 08:00,8,52,3,37.0
988573468T,2019-06-14 09:00,9,52,2,29.0
988573468T,2019-06-14 10:00,10,52,7,10.7
988573468T,2019-06-14 11:00,11,52,10,20.9
988573468T,2019-06-14 12:00,12,52,7,11.7
988573468T,2019-06-14 13:00,13,52,15,13.2
988573468T,2019-06-14 14:00,14,52,9,12.1
988573468T,2019-06-14 15:00,15,52,5,23.6
988573468T,2019-06-14 16:00,16,52,2,11.5
988573468T,2019-06-14 17:00,17,52,9,17.1
988573468T,2019-06-14 18:00,18,52,5,28.2
988573468T,2019-06-14 19:00,19,52,1,38.0
988573468T,2019-06-14 21:00,21,52,1,40.0
988573468T,2019-06-17 04:00,4,52,3,40.0
988573468T,2019-06-17 05:00,5,52,1,54.0
988573468T,2019-06-17 06:00,6,52,1,9.0
988573468T,2019-06-17 07:00,7,52,9,37.4
988573468T,2019-06-17 08:00,8,52,1,33.0
988573468T,2019-06-17 09:00,9,52,8,17.6
988573468T,2019-06-17 10:00,10,52,3,11.3
988573468T,2019-06-17 11:00,11,52,4,17.8
988573468T,2019-06-17 12:00,12,52,5,19.8
988573468T,2019-06-17 13:00,13,52,5,12.6
988573468T,2019-06-17 14:00,14,52,9,10.8
988573468T,2019-06-17 15:00,15,52,4,13.2
988573468T,2019-06-17 16:00,16,52,13,17.0
988573468T,2019-06-17 17:00,17,52,1,5.0
988573468T,2019-06-17 18:00,18,52,6,20.5
988573468T,2019-06-17 19:00,19,52,3,19.3
988573468T,2019-06-17 20:00,20,52,2,44.0
988573468T,2019-06-18 05:00,5,52,2,39.5
988573468T,2019-06-18 06:00,6,52,6,26.0
988573468T,2019-06-18 07:00,7,52,3,34.7
988573468T,2019-06-18 08:00,8,52,7,21.9
988573468T,2019-06-18 09:00,9,52,4,9.8
988573468T,2019-06-18 10:00,10,52,6,30.3
988573468T,2019-06-18 11:00,11,52,7,24.3
988573468T,2019-06-18 12:00,12,52,5,21.4
988573468T,2019-06-18 13:00,13,52,6,8.7
988573468T,2019-06-18 14:00,14,52,8,20.8
988573468T,2019-06-18 15:00,15,52,9,13.7
988573468T,2019-06-18 16:00,16,52,4,9.8
988573468T,2019-06-18 17:00,17,52,3,11.3
988573468T,2019-06-18 19:00,19,52,2,42.0
988573468T,2019-06-18 20:00,20,52,1,41.0
988573468T,2019-06-18 21:00,21,52,4,25.5
988573468T,2019-06-19 04:00,4,52,1,24.0
988573468T,2019-06-19 05:00,5,52,2,39.0
988573468T,2019-06-19 06:00,6,52,4,28.0
988573468T,2019-06-19 07:00,7,52,8,17.6
988573468T,2019-06-19 08:00,8,52,2,7.0
988573468T,2019-06-19 09:00,9,52,8,26.0
988573468T,2019-06-19 10:00,10,52,6,20.3
988573468T,2019-06-19 11:00,11,52,1,15.0
988573468T,2019-06-19 12:00,12,52,4,20.5
988573468T,2019-06-19 13:00,13,52,11,31.5
988573468T,2019-06-19 14:00,14,52,4,22.2
988573468T,2019-06-19 15:00,15,52,9,10.6
988573468T,2019-06-19 16:00,16,52,2,17.5
988573468T,2019-06-19 17:00,17,52,5,13.8
988573468T,2019-06-19 20:00,20,52,1,36.0
988573468T,2019-06-20 04:00,4,52,1,35.0
988573468T,2019-06-20 05:00,5,52,4,41.2
988573468T,2019-06-20 06:00,6,52,2,20.5
988573468T,2019-06-20 07:00,7,52,6,30.5
988573468T,2019-06-20 08:00,8,52,3,18.7
988573468T,2019-06-20 09:00,9,52,5,26.4
988573468T,2019-06-20 10:00,10,52,2,16.0
988573468T,2019-06-20 11:00,11,52,8,22.9
988573468T,2019-06-20 12:00,12,52,6,17.0
988573468T,2019-06-20 13:00,13,52,7,21.1
988573468T,2019-06-20 14:00,14,52,5,10.4
988573468T,2019-06-20 15:00,15,52,11,23.5
988573468T,2019-06-20 16:00,16,52,9,15.9
988573468T,2019-06-20 17:00,17,52,6,10.2
988573468T,2019-06-20 18:00,18,52,3,25.7
988573468T,2019-06-20 19:00,19,52,2,27.0
988573468T,2019-06-20 20:00,20,52,1,43.0
988573468T,2019-06-20 21:00,21,52,2,14.0
988573468T,2019-06-21 04:00,4,52,2,29.0
988573468T,2019-06-21 05:00,5,52,3,36.0
988573468T,2019-06-21 06:00,6,52,2,20.5
988573468T,2019-06-21 07:00,7,52,4,30.8
988573468T,2019-06-21 08:00,8,52,2,26.5
988573468T,2019-06-21 09:00,9,52,8,31.0
988573468T,2019-06-21 10:00,10,52,24,23.0
988573468T,2019-06-21 11:00,11,52,3,24.7
988573468T,2019-06-21 12:00,12,52,11,20.3
988573468T,2019-06-21 13:00,13,52,6,29.2
988573468T,2019-06-21 14:00,14,52,5,24.2
988573468T,2019-06-21 16:00,16,52,1,14.0
988573468T,2019-06-21 17:00,17,52,2,5.5
988573468T,2019-06-21 18:00,18,52,5,34.2
988573468T,2019-06-21 19:00,19,52,1,9.0
988573468T,2019-06-24 04:00,4,52,1,42.0
988573468T,2019-06-24 05:00,5,52,1,41.0
988573468T,2019-06-24 06:00,6,52,2,13.0
988573468T,2019-06-24 07:00,7,52,8,24.9
988573468T,2019-06-24 08:00,8,52,5,33.4
988573468T,2019-06-24 10:00,10,52,7,20.7
988573468T,2019-06-24 11:00,11,52,3,20.0
988573468T,2019-06-24 12:00,12,52,7,22.0
988573468T,2019-06-24 13:00,13,52,2,29.5
988573468T,2019-06-24 14:00,14,52,5,16.4
988573468T,2019-06-24 15:00,15,52,12,20.1
988573468T,2019-06-24 16:00,16,52,1,29.0
988573468T,2019-06-24 17:00,17,52,10,19.7
988573468T,2019-06-24 18:00,18,52,3,24.0
988573468T,2019-06-24 21:00,21,52,1,40.0
988573468T,2019-06-25 04:00,4,52,3,40.7
988573468T,2019-06-25 06:00,6,52,4,31.0
988573468T,2019-06-25 07:00,7,52,9,23.1
988573468T,2019-06-25 09:00,9,52,3,22.0
988573468T,2019-06-25 10:00,10,52,4,22.8
988573468T,2019-06-25 11:00,11,52,9,32.6
988573468T,2019-06-25 12:00,12,52,8,23.6
988573468T,2019-06-25 13:00,13,52,7,20.6
988573468T,2019-06-25 14:00,14,52,2,46.0
988573468T,2019-06-25 15:00,15,52,3,35.0
988573468T,2019-06-25 16:00,16,52,2,25.0
988573468T,2019-06-25 17:00,17,52,4,18.2
988573468T,2019-06-25 18:00,18,52,4,23.0
988573468T,2019-06-25 21:00,21,52,1,34.0
988573468T,2019-06-26 04:00,4,52,3,40.0
988573468T,2019-06-26 05:00,5,52,1,41.0
988573468T,2019-06-26 06:00,6,52,3,23.0
988573468T,2019-06-26 07:00,7,52,9,31.7
988573468T,2019-06-26 08:00,8,52,2,20.5
988573468T,2019-06-26 09:00,9,52,3,18.3
988573468T,2019-06-26 10:00,10,52,5,33.6
988573468T,2019-06-26 11:00,11,52,3,15.0
988573468T,2019-06-26 12:00,12,52,4,13.0
988573468T,2019-06-26 13:00,13,52,5,19.0
988573468T,2019-06-26 14:00,14,52,4,17.2
988573468T,2019-06-26 15:00,15,52,2,9.5
988573468T,2019-06-26 16:00,16,52,2,7.0
988573468T,2019-06-26 17:00,17,52,2,16.5
988573468T,2019-06-26 18:00,18,52,3,27.7
988573468T,2019-06-26 19:00,19,52,4,19.5
988573468T,2019-06-26 21:00,21,52,4,20.8
988573468T,2019-06-27 04:00,4,52,3,34.7
988573468T,2019-06-27 06:00,6,52,4,15.8
988573468T,2019-06-27 07:00,7,52,5,39.6
988573468T,2019-06-27 08:00,8,52,3,22.7
988573468T,2019-06-27 09:00,9,52,6,12.8
988573468T,2019-06-27 10:00,10,52,7,15.9
988573468T,2019-06-27 11:00,11,52,8,22.4
988573468T,2019-06-27 12:00,12,52,10,25.4
988573468T,2019-06-27 13:00,13,52,12,10.8
988573468T,2019-06-27 14:00,14,52,10,8.9
988573468T,2019-06-27 15:00,15,52,3,36.7
988573468T,2019-06-27 16:00,16,52,7,15.4
988573468T,2019-06-27 17:00,17,52,10,14.4
988573468T,2019-06-27 18:00,18,52,3,16.7
988573468T,2019-06-27 19:00,19,52,2,12.5
988573468T,2019-06-27 21:00,21,52,1,30.0
988573468T,2019-06-28 04:00,4,52,2,41.5
988573468T,2019-06-28 06:00,6,52,4,27.2
988573468T,2019-06-28 07:00,7,52,8,24.1
988573468T,2019-06-28 08:00,8,52,8,14.6
988573468T,2019-06-28 09:00,9,52,4,26.8
988573468T,2019-06-28 10:00,10,52,3,16.7
988573468T,2019-06-28 11:00,11,52,1,6.0
988573468T,2019-06-28 12:00,12,52,4,26.0
988573468T,2019-06-28 13:00,13,52,8,11.9
988573468T,2019-06-28 14:00,14,52,4,5.2
988573468T,2019-06-28 15:00,15,52,2,22.0
988573468T,2019-06-28 16:00,16,52,4,10.0
988573468T,2019-06-28 17:00,17,52,4,21.5
988573468T,2019-06-28 18:00,18,52,7,18.4
988573468T,2019-06-28 19:00,19,52,1,22.0
988573468T,2019-06-28 20:00,20,52,2,26.5
988573468T,2019-07-01 04:00,4,52,1,43.0
988573468T,2019-07-01 05:00,5,52,2,52.5
988573468T,2019-07-01 06:00,6,52,6,16.7
988573468T,2019-07-01 07:00,7,52,8,19.8
988573468T,2019-07-01 08:00,8,52,7,28.3
988573468T,2019-07-01 09:00,9,52,11,16.9
988573468T,2019-07-01 10:00,10,52,4,23.8
988573468T,2019-07-01 11:00,11,52,6,15.3
988573468T,2019-07-01 12:00,12,52,12,19.0
988573468T,2019-07-01 13:00,13,52,3,15.0
988573468T,2019-07-01 14:00,14,52,6,23.5
988573468T,2019-07-01 15:00,15,52,3,14.7
988573468T,2019-07-01 16:00,16,52,3,24.0
988573468T,2019-07-01 17:00,17,52,5,27.0
988573468T,2019-07-01 18:00,18,52,6,30.0
988573468T,2019-07-01 20:00,20,52,1,42.0
988573468T,2019-07-01 21:00,21,52,3,35.3
988573468T,2019-07-02 04:00,4,52,3,43.3
988573468T,2019-07-02 05:00,5,52,2,35.5
988573468T,2019-07-02 06:00,6,52,5,34.6
988573468T,2019-07-02 07:00,7,52,9,19.3
988573468T,2019-07-02 09:00,9,52,3,36.0
988573468T,2019-07-02 10:00,10,52,7,14.7
988573468T,2019-07-02 11:00,11,52,9,11.9
