LINK-DIR,DATE-TIME,EPOCH-60MIN,COUNT
1217895149T,2018-07-03 09:00,9,2
1217895149T,2018-07-03 14:00,14,1
1217895149T,2018-07-03 19:00,19,1
1217895149T,2018-07-04 14:00,14,2
1217895149T,2018-07-04 15:00,15,4
1217895149T,2018-07-04 16:00,16,2
1217895149T,2018-07-04 21:00,21,1
1217895149T,2018-07-05 08:00,8,1
1217895149T,2018-07-05 10:00,10,1
1217895149T,2018-07-05 11:00,11,2
1217895149T,2018-07-05 14:00,14,3
1217895149T,2018-07-05 15:00,15,1
1217895149T,2018-07-05 16:00,16,1
1217895149T,2018-07-05 17:00,17,2
1217895149T,2018-07-06 08:00,8,1
1217895149T,2018-07-06 12:00,12,1
1217895149T,2018-07-06 17:00,17,1
1217895149T,2018-07-06 18:00,18,1
1217895149T,2018-07-07 13:00,13,1
1217895149T,2018-07-07 22:00,22,1
1217895149T,2018-07-08 13:00,13,1
1217895149T,2018-07-09 09:00,9,1
1217895149T,2018-07-09 12:00,12,1
1217895149T,2018-07-09 14:00,14,1
1217895149T,2018-07-09 21:00,21,1
1217895149T,2018-07-10 16:00,16,1
1217895149T,2018-07-11 11:00,11,2
1217895149T,2018-07-11 16:00,16,1
1217895149T,2018-07-12 08:00,8,1
1217895149T,2018-07-12 11:00,11,1
1217895149T,2018-07-12 17:00,17,1
1217895149T,2018-07-12 19:00,19,1
1217895149T,2018-07-12 20:00,20,1
1217895149T,2018-07-13 06:00,6,1
1217895149T,2018-07-13 10:00,10,1
1217895149T,2018-07-13 18:00,18,1
1217895149T,2018-07-14 09:00,9,1
1217895149T,2018-07-14 16:00,16,1
1217895149T,2018-07-15 10:00,10,1
1217895149T,2018-07-15 12:00,12,1
1217895149T,2018-07-15 15:00,15,1
1217895149T,2018-07-15 18:00,18,1
1217895149T,2018-07-16 10:00,10,2
1217895149T,2018-07-16 12:00,12,1
1217895149T,2018-07-16 16:00,16,1
1217895149T,2018-07-16 17:00,17,1
1217895149T,2018-07-16 18:00,18,2
1217895149T,2018-07-17 17:00,17,1
1217895149T,2018-07-18 11:00,11,3
1217895149T,2018-07-18 16:00,16,3
1217895149T,2018-07-18 19:00,19,3
1217895149T,2018-07-19 06:00,6,1
1217895149T,2018-07-19 14:00,14,1
1217895149T,2018-07-19 15:00,15,1
1217895149T,2018-07-19 20:00,20,2
1217895149T,2018-07-20 10:00,10,1
1217895149T,2018-07-20 11:00,11,1
1217895149T,2018-07-20 13:00,13,2
1217895149T,2018-07-21 11:00,11,1
1217895149T,2018-07-21 13:00,13,1
1217895149T,2018-07-21 15:00,15,2
1217895149T,2018-07-21 16:00,16,1
1217895149T,2018-07-22 10:00,10,1
1217895149T,2018-07-22 11:00,11,1
1217895149T,2018-07-22 16:00,16,2
1217895149T,2018-07-23 14:00,14,1
1217895149T,2018-07-23 23:00,23,1
1217895149T,2018-07-24 08:00,8,1
1217895149T,2018-07-24 09:00,9,1
1217895149T,2018-07-24 16:00,16,1
1217895149T,2018-07-24 18:00,18,2
1217895149T,2018-07-25 06:00,6,1
1217895149T,2018-07-26 06:00,6,2
1217895149T,2018-07-26 17:00,17,3
1217895149T,2018-07-27 13:00,13,1
1217895149T,2018-07-27 18:00,18,1
1217895149T,2018-07-28 10:00,10,3
1217895149T,2018-07-28 11:00,11,1
1217895149T,2018-07-28 19:00,19,1
1217895149T,2018-07-29 12:00,12,1
1217895149T,2018-07-29 17:00,17,1
1217895149T,2018-07-30 09:00,9,2
1217895149T,2018-07-30 15:00,15,1
1217895149T,2018-07-30 20:00,20,1
1217895149T,2018-07-31 06:00,6,1
1217895149T,2018-07-31 10:00,10,1
1217895149T,2018-07-31 16:00,16,3
1217895149T,2018-07-31 20:00,20,1
1217895149T,2018-08-01 17:00,17,2
1217895149T,2018-08-01 18:00,18,1
1217895149T,2018-08-02 11:00,11,1
1217895149T,2018-08-02 13:00,13,2
1217895149T,2018-08-02 17:00,17,1
1217895149T,2018-08-02 18:00,18,2
1217895149T,2018-08-03 12:00,12,1
1217895149T,2018-08-03 16:00,16,3
1217895149T,2018-08-03 17:00,17,1
1217895149T,2018-08-03 20:00,20,1
1217895149T,2018-08-04 06:00,6,1
1217895149T,2018-08-04 17:00,17,2
1217895149T,2018-08-05 20:00,20,1
1217895149T,2018-08-06 09:00,9,2
1217895149T,2018-08-06 15:00,15,1
1217895149T,2018-08-06 17:00,17,3
1217895149T,2018-08-06 19:00,19,1
1217895149T,2018-08-07 11:00,11,1
1217895149T,2018-08-07 12:00,12,1
1217895149T,2018-08-07 13:00,13,1
1217895149T,2018-08-07 15:00,15,1
1217895149T,2018-08-07 17:00,17,2
1217895149T,2018-08-07 21:00,21,1
1217895149T,2018-08-08 07:00,7,1
1217895149T,2018-08-08 13:00,13,2
1217895149T,2018-08-08 17:00,17,1
1217895149T,2018-08-08 18:00,18,2
1217895149T,2018-08-09 12:00,12,1
1217895149T,2018-08-10 07:00,7,1
1217895149T,2018-08-10 17:00,17,2
1217895149T,2018-08-10 20:00,20,1
1217895149T,2018-08-11 14:00,14,2
1217895149T,2018-08-11 16:00,16,1
1217895149T,2018-08-11 20:00,20,2
1217895149T,2018-08-12 10:00,10,1
1217895149T,2018-08-12 16:00,16,1
1217895149T,2018-08-12 19:00,19,1
1217895149T,2018-08-13 08:00,8,1
1217895149T,2018-08-13 09:00,9,1
1217895149T,2018-08-13 11:00,11,2
1217895149T,2018-08-13 13:00,13,2
1217895149T,2018-08-13 14:00,14,1
1217895149T,2018-08-13 17:00,17,1
1217895149T,2018-08-14 07:00,7,2
1217895149T,2018-08-14 08:00,8,3
1217895149T,2018-08-14 12:00,12,1
1217895149T,2018-08-14 16:00,16,1
1217895149T,2018-08-15 07:00,7,2
1217895149T,2018-08-15 10:00,10,1
1217895149T,2018-08-15 13:00,13,1
1217895149T,2018-08-15 15:00,15,1
1217895149T,2018-08-15 16:00,16,1
1217895149T,2018-08-15 17:00,17,1
1217895149T,2018-08-15 21:00,21,1
1217895149T,2018-08-16 06:00,6,4
1217895149T,2018-08-16 08:00,8,1
1217895149T,2018-08-16 12:00,12,1
1217895149T,2018-08-16 13:00,13,1
1217895149T,2018-08-16 14:00,14,1
1217895149T,2018-08-16 15:00,15,1
1217895149T,2018-08-16 18:00,18,2
1217895149T,2018-08-16 20:00,20,2
1217895149T,2018-08-17 06:00,6,2
1217895149T,2018-08-17 09:00,9,1
1217895149T,2018-08-17 12:00,12,2
1217895149T,2018-08-17 14:00,14,1
1217895149T,2018-08-17 20:00,20,1
1217895149T,2018-08-18 10:00,10,2
1217895149T,2018-08-19 12:00,12,1
1217895149T,2018-08-19 16:00,16,2
1217895149T,2018-08-20 13:00,13,1
1217895149T,2018-08-20 16:00,16,1
1217895149T,2018-08-21 16:00,16,1
1217895149T,2018-08-21 18:00,18,1
1217895149T,2018-08-22 16:00,16,3
1217895149T,2018-08-22 17:00,17,2
1217895149T,2018-08-23 17:00,17,1
1217895149T,2018-08-23 18:00,18,1
1217895149T,2018-08-23 19:00,19,3
1217895149T,2018-08-24 14:00,14,2
1217895149T,2018-08-24 17:00,17,1
1217895149T,2018-08-24 19:00,19,1
1217895149T,2018-08-24 20:00,20,1
1217895149T,2018-08-24 21:00,21,1
1217895149T,2018-08-25 10:00,10,1
1217895149T,2018-08-25 15:00,15,1
1217895149T,2018-08-25 18:00,18,1
1217895149T,2018-08-25 19:00,19,1
1217895149T,2018-08-26 00:00,0,1
1217895149T,2018-08-26 14:00,14,1
1217895149T,2018-08-26 15:00,15,1
1217895149T,2018-08-26 19:00,19,1
1217895149T,2018-08-26 21:00,21,1
1217895149T,2018-08-27 09:00,9,1
1217895149T,2018-08-27 11:00,11,2
1217895149T,2018-08-27 17:00,17,2
1217895149T,2018-08-28 07:00,7,1
1217895149T,2018-08-28 10:00,10,2
1217895149T,2018-08-28 17:00,17,1
1217895149T,2018-08-28 19:00,19,2
1217895149T,2018-08-29 14:00,14,1
1217895149T,2018-08-29 16:00,16,3
1217895149T,2018-08-29 17:00,17,2
1217895149T,2018-08-30 16:00,16,1
1217895149T,2018-08-30 17:00,17,2
1217895149T,2018-08-30 18:00,18,2
1217895149T,2018-08-30 20:00,20,1
1217895149T,2018-08-30 21:00,21,1
1217895149T,2018-08-31 10:00,10,1
1217895149T,2018-08-31 11:00,11,2
1217895149T,2018-08-31 12:00,12,1
1217895149T,2018-08-31 14:00,14,1
1217895149T,2018-08-31 18:00,18,2
1217895149T,2018-09-01 11:00,11,1
1217895149T,2018-09-01 18:00,18,2
1217895149T,2018-09-02 00:00,0,1
1217895149T,2018-09-03 10:00,10,1
1217895149T,2018-09-03 16:00,16,1
1217895149T,2018-09-04 00:00,0,1
1217895149T,2018-09-04 09:00,9,1
1217895149T,2018-09-04 17:00,17,2
1217895149T,2018-09-05 07:00,7,1
1217895149T,2018-09-05 11:00,11,2
1217895149T,2018-09-05 18:00,18,1
1217895149T,2018-09-06 11:00,11,1
1217895149T,2018-09-07 11:00,11,2
1217895149T,2018-09-07 14:00,14,1
1217895149T,2018-09-08 09:00,9,1
1217895149T,2018-09-08 15:00,15,1
1217895149T,2018-09-10 09:00,9,1
1217895149T,2018-09-10 16:00,16,2
1217895149T,2018-09-11 09:00,9,1
1217895149T,2018-09-11 17:00,17,3
1217895149T,2018-09-12 12:00,12,1
1217895149T,2018-09-12 18:00,18,1
1217895149T,2018-09-13 09:00,9,1
1217895149T,2018-09-13 15:00,15,2
1217895149T,2018-09-13 17:00,17,1
1217895149T,2018-09-13 20:00,20,2
1217895149T,2018-09-14 07:00,7,1
