LINK-DIR,DATE-TIME,EPOCH-60MIN,COUNT
1464943103T,2018-02-13 08:00,8,5
1464943103T,2018-02-13 10:00,10,1
1464943103T,2018-02-13 13:00,13,1
1464943103T,2018-02-13 15:00,15,1
1464943103T,2018-02-13 16:00,16,2
1464943103T,2018-02-14 04:00,4,1
1464943103T,2018-02-14 05:00,5,2
1464943103T,2018-02-14 06:00,6,1
1464943103T,2018-02-14 08:00,8,4
1464943103T,2018-02-14 15:00,15,3
1464943103T,2018-02-14 16:00,16,2
1464943103T,2018-02-15 05:00,5,2
1464943103T,2018-02-15 07:00,7,2
1464943103T,2018-02-15 08:00,8,3
1464943103T,2018-02-15 11:00,11,1
1464943103T,2018-02-15 14:00,14,1
1464943103T,2018-02-15 16:00,16,1
1464943103T,2018-02-16 05:00,5,1
1464943103T,2018-02-16 07:00,7,2
1464943103T,2018-02-16 08:00,8,5
1464943103T,2018-02-16 09:00,9,1
1464943103T,2018-02-16 16:00,16,2
1464943103T,2018-02-17 05:00,5,1
1464943103T,2018-02-17 12:00,12,2
1464943103T,2018-02-17 17:00,17,4
1464943103T,2018-02-18 05:00,5,1
1464943103T,2018-02-18 15:00,15,4
1464943103T,2018-02-18 16:00,16,4
1464943103T,2018-02-19 07:00,7,3
1464943103T,2018-02-19 08:00,8,3
1464943103T,2018-02-19 11:00,11,2
1464943103T,2018-02-19 14:00,14,1
1464943103T,2018-02-19 16:00,16,1
1464943103T,2018-02-20 07:00,7,2
1464943103T,2018-02-20 08:00,8,4
1464943103T,2018-02-20 16:00,16,5
1464943103T,2018-02-21 08:00,8,4
1464943103T,2018-02-21 16:00,16,1
1464943103T,2018-02-22 07:00,7,4
1464943103T,2018-02-22 08:00,8,4
1464943103T,2018-02-22 11:00,11,2
1464943103T,2018-02-22 14:00,14,2
1464943103T,2018-02-22 16:00,16,1
1464943103T,2018-02-23 07:00,7,4
1464943103T,2018-02-23 08:00,8,4
1464943103T,2018-02-23 14:00,14,2
1464943103T,2018-02-23 17:00,17,2
1464943103T,2018-02-24 07:00,7,2
1464943103T,2018-02-25 08:00,8,1
1464943103T,2018-02-25 12:00,12,2
1464943103T,2018-02-26 07:00,7,2
1464943103T,2018-02-26 08:00,8,2
1464943103T,2018-02-26 12:00,12,2
1464943103T,2018-02-26 14:00,14,2
1464943103T,2018-02-26 16:00,16,3
1464943103T,2018-02-27 08:00,8,6
1464943103T,2018-02-27 14:00,14,2
1464943103T,2018-02-27 16:00,16,1
1464943103T,2018-02-28 06:00,6,2
1464943103T,2018-02-28 08:00,8,4
1464943103T,2018-02-28 09:00,9,1
1464943103T,2018-02-28 16:00,16,2
1464943103T,2018-03-01 11:00,11,2
1464943103T,2018-03-01 12:00,12,4
1464943103T,2018-03-01 16:00,16,1
1464943103T,2018-03-02 07:00,7,2
1464943103T,2018-03-02 08:00,8,3
1464943103T,2018-03-02 09:00,9,1
1464943103T,2018-03-02 10:00,10,3
1464943103T,2018-03-02 14:00,14,4
1464943103T,2018-03-02 16:00,16,2
1464943103T,2018-03-03 08:00,8,2
1464943103T,2018-03-04 05:00,5,1
1464943103T,2018-03-04 12:00,12,1
1464943103T,2018-03-05 05:00,5,2
1464943103T,2018-03-05 07:00,7,1
1464943103T,2018-03-05 08:00,8,7
1464943103T,2018-03-05 11:00,11,2
1464943103T,2018-03-05 15:00,15,2
1464943103T,2018-03-05 16:00,16,3
1464943103T,2018-03-06 05:00,5,1
1464943103T,2018-03-06 08:00,8,4
1464943103T,2018-03-06 09:00,9,2
1464943103T,2018-03-06 13:00,13,1
1464943103T,2018-03-06 14:00,14,2
1464943103T,2018-03-06 16:00,16,1
1464943103T,2018-03-07 05:00,5,1
1464943103T,2018-03-07 07:00,7,1
1464943103T,2018-03-07 08:00,8,4
1464943103T,2018-03-07 12:00,12,2
1464943103T,2018-03-07 16:00,16,1
1464943103T,2018-03-07 17:00,17,1
1464943103T,2018-03-08 05:00,5,1
1464943103T,2018-03-08 08:00,8,5
1464943103T,2018-03-08 13:00,13,6
1464943103T,2018-03-08 16:00,16,2
1464943103T,2018-03-09 05:00,5,1
1464943103T,2018-03-09 08:00,8,5
1464943103T,2018-03-09 10:00,10,2
1464943103T,2018-03-09 11:00,11,1
1464943103T,2018-03-09 17:00,17,1
1464943103T,2018-03-09 18:00,18,3
1464943103T,2018-03-10 05:00,5,3
1464943103T,2018-03-10 11:00,11,6
1464943103T,2018-03-10 13:00,13,2
1464943103T,2018-03-10 18:00,18,1
1464943103T,2018-03-11 05:00,5,1
1464943103T,2018-03-11 09:00,9,1
1464943103T,2018-03-11 14:00,14,2
1464943103T,2018-03-12 05:00,5,2
1464943103T,2018-03-12 08:00,8,2
1464943103T,2018-03-12 11:00,11,2
1464943103T,2018-03-12 16:00,16,1
1464943103T,2018-03-13 05:00,5,1
1464943103T,2018-03-13 07:00,7,2
1464943103T,2018-03-13 08:00,8,3
1464943103T,2018-03-13 10:00,10,2
1464943103T,2018-03-13 16:00,16,1
1464943103T,2018-03-14 05:00,5,1
1464943103T,2018-03-14 07:00,7,1
1464943103T,2018-03-14 08:00,8,2
1464943103T,2018-03-14 10:00,10,2
1464943103T,2018-03-14 12:00,12,2
1464943103T,2018-03-14 16:00,16,1
1464943103T,2018-03-15 04:00,4,1
1464943103T,2018-03-15 08:00,8,3
1464943103T,2018-03-15 10:00,10,2
1464943103T,2018-03-15 14:00,14,2
1464943103T,2018-03-15 16:00,16,1
1464943103T,2018-03-16 05:00,5,1
1464943103T,2018-03-16 07:00,7,3
1464943103T,2018-03-16 08:00,8,5
1464943103T,2018-03-16 11:00,11,2
1464943103T,2018-03-16 13:00,13,1
1464943103T,2018-03-16 16:00,16,2
1464943103T,2018-03-17 05:00,5,2
1464943103T,2018-03-17 09:00,9,4
1464943103T,2018-03-17 10:00,10,1
1464943103T,2018-03-17 12:00,12,5
1464943103T,2018-03-18 05:00,5,2
1464943103T,2018-03-19 04:00,4,2
1464943103T,2018-03-19 06:00,6,2
1464943103T,2018-03-19 07:00,7,2
1464943103T,2018-03-19 08:00,8,5
1464943103T,2018-03-19 09:00,9,1
1464943103T,2018-03-19 10:00,10,2
1464943103T,2018-03-19 11:00,11,2
1464943103T,2018-03-19 16:00,16,2
1464943103T,2018-03-20 05:00,5,1
1464943103T,2018-03-20 06:00,6,1
1464943103T,2018-03-20 07:00,7,1
1464943103T,2018-03-20 08:00,8,2
1464943103T,2018-03-20 14:00,14,1
1464943103T,2018-03-20 15:00,15,1
1464943103T,2018-03-20 16:00,16,2
1464943103T,2018-03-21 05:00,5,1
1464943103T,2018-03-21 06:00,6,2
1464943103T,2018-03-21 08:00,8,2
1464943103T,2018-03-21 16:00,16,2
1464943103T,2018-03-21 17:00,17,4
1464943103T,2018-03-22 04:00,4,2
1464943103T,2018-03-22 08:00,8,2
1464943103T,2018-03-22 10:00,10,2
1464943103T,2018-03-22 16:00,16,3
1464943103T,2018-03-23 07:00,7,2
1464943103T,2018-03-23 08:00,8,2
1464943103T,2018-03-23 11:00,11,1
1464943103T,2018-03-23 12:00,12,4
1464943103T,2018-03-23 14:00,14,1
1464943103T,2018-03-23 16:00,16,1
1464943103T,2018-03-24 11:00,11,4
1464943103T,2018-03-24 20:00,20,2
1464943103T,2018-03-25 08:00,8,2
1464943103T,2018-03-25 11:00,11,1
1464943103T,2018-03-25 13:00,13,4
1464943103T,2018-03-25 14:00,14,3
1464943103T,2018-03-25 15:00,15,2
1464943103T,2018-03-26 07:00,7,1
1464943103T,2018-03-26 08:00,8,6
1464943103T,2018-03-26 09:00,9,2
1464943103T,2018-03-26 11:00,11,1
1464943103T,2018-03-26 13:00,13,5
1464943103T,2018-03-26 16:00,16,1
1464943103T,2018-03-27 05:00,5,1
1464943103T,2018-03-27 08:00,8,3
1464943103T,2018-03-27 15:00,15,2
1464943103T,2018-03-27 16:00,16,1
1464943103T,2018-03-28 07:00,7,1
1464943103T,2018-03-28 08:00,8,3
1464943103T,2018-03-28 09:00,9,4
1464943103T,2018-03-28 10:00,10,4
1464943103T,2018-03-28 11:00,11,2
1464943103T,2018-03-28 14:00,14,1
1464943103T,2018-03-28 16:00,16,1
1464943103T,2018-03-29 07:00,7,2
1464943103T,2018-03-29 08:00,8,3
1464943103T,2018-03-29 13:00,13,1
1464943103T,2018-03-29 14:00,14,2
1464943103T,2018-03-29 16:00,16,2
1464943103T,2018-03-30 10:00,10,2
1464943103T,2018-03-30 13:00,13,2
1464943103T,2018-03-31 15:00,15,2
1464943103T,2018-04-01 15:00,15,2
1464943103T,2018-04-02 04:00,4,2
1464943103T,2018-04-02 07:00,7,2
1464943103T,2018-04-02 15:00,15,2
1464943103T,2018-04-03 05:00,5,1
1464943103T,2018-04-03 06:00,6,2
1464943103T,2018-04-03 07:00,7,4
1464943103T,2018-04-03 08:00,8,3
1464943103T,2018-04-03 11:00,11,3
1464943103T,2018-04-03 12:00,12,3
1464943103T,2018-04-03 16:00,16,2
1464943103T,2018-04-04 04:00,4,1
1464943103T,2018-04-04 08:00,8,2
1464943103T,2018-04-04 12:00,12,3
1464943103T,2018-04-04 13:00,13,1
1464943103T,2018-04-04 14:00,14,7
1464943103T,2018-04-05 05:00,5,1
1464943103T,2018-04-05 09:00,9,2
1464943103T,2018-04-05 15:00,15,1
1464943103T,2018-04-06 05:00,5,2
1464943103T,2018-04-06 06:00,6,1
1464943103T,2018-04-06 08:00,8,1
1464943103T,2018-04-06 11:00,11,2
1464943103T,2018-04-06 14:00,14,2
1464943103T,2018-04-06 17:00,17,1
1464943103T,2018-04-07 05:00,5,1
1464943103T,2018-04-07 10:00,10,1
1464943103T,2018-04-07 11:00,11,4
1464943103T,2018-04-07 12:00,12,3
1464943103T,2018-04-08 15:00,15,2
1464943103T,2018-04-09 08:00,8,1
1464943103T,2018-04-09 09:00,9,2
1464943103T,2018-04-09 10:00,10,2
1464943103T,2018-04-09 17:00,17,5
1464943103T,2018-04-10 07:00,7,4
1464943103T,2018-04-10 11:00,11,1
1464943103T,2018-04-10 13:00,13,1
1464943103T,2018-04-11 06:00,6,2
1464943103T,2018-04-11 07:00,7,1
1464943103T,2018-04-11 15:00,15,6
1464943103T,2018-04-12 04:00,4,1
1464943103T,2018-04-12 06:00,6,1
1464943103T,2018-04-12 08:00,8,2
1464943103T,2018-04-12 14:00,14,2
1464943103T,2018-04-12 15:00,15,1
1464943103T,2018-04-13 07:00,7,1
1464943103T,2018-04-13 08:00,8,1
1464943103T,2018-04-13 14:00,14,1
1464943103T,2018-04-13 15:00,15,2
1464943103T,2018-04-13 16:00,16,2
1464943103T,2018-04-14 09:00,9,1
1464943103T,2018-04-14 10:00,10,1
1464943103T,2018-04-14 11:00,11,7
1464943103T,2018-04-15 12:00,12,2
1464943103T,2018-04-15 17:00,17,2
1464943103T,2018-04-16 06:00,6,2
1464943103T,2018-04-16 07:00,7,1
1464943103T,2018-04-16 09:00,9,2
1464943103T,2018-04-16 12:00,12,2
1464943103T,2018-04-17 05:00,5,1
1464943103T,2018-04-17 06:00,6,2
1464943103T,2018-04-17 08:00,8,3
1464943103T,2018-04-17 14:00,14,2
1464943103T,2018-04-17 16:00,16,1
1464943103T,2018-04-18 05:00,5,1
1464943103T,2018-04-18 07:00,7,3
1464943103T,2018-04-18 08:00,8,4
1464943103T,2018-04-18 10:00,10,3
1464943103T,2018-04-18 11:00,11,2
1464943103T,2018-04-18 15:00,15,6
1464943103T,2018-04-18 16:00,16,2
1464943103T,2018-04-19 05:00,5,1
1464943103T,2018-04-19 08:00,8,3
1464943103T,2018-04-19 10:00,10,1
1464943103T,2018-04-19 12:00,12,1
1464943103T,2018-04-19 16:00,16,2
1464943103T,2018-04-20 05:00,5,2
1464943103T,2018-04-21 08:00,8,2
1464943103T,2018-04-21 10:00,10,1
1464943103T,2018-04-21 11:00,11,9
1464943103T,2018-04-22 19:00,19,2
1464943103T,2018-04-23 07:00,7,3
1464943103T,2018-04-23 08:00,8,3
1464943103T,2018-04-23 10:00,10,4
1464943103T,2018-04-23 14:00,14,1
1464943103T,2018-04-23 16:00,16,2
1464943103T,2018-04-24 08:00,8,3
1464943103T,2018-04-24 14:00,14,1
1464943103T,2018-04-24 16:00,16,1
1464943103T,2018-04-26 05:00,5,1
1464943103T,2018-04-26 07:00,7,3
1464943103T,2018-04-26 08:00,8,6
1464943103T,2018-04-26 10:00,10,2
1464943103T,2018-04-26 14:00,14,1
1464943103T,2018-04-26 16:00,16,2
1464943103T,2018-04-27 07:00,7,3
1464943103T,2018-04-27 08:00,8,4
1464943103T,2018-04-27 10:00,10,2
1464943103T,2018-04-27 16:00,16,2
1464943103T,2018-04-28 09:00,9,3
1464943103T,2018-04-28 10:00,10,2
1464943103T,2018-04-28 11:00,11,2
1464943103T,2018-04-28 12:00,12,2
1464943103T,2018-04-28 14:00,14,1
1464943103T,2018-04-29 11:00,11,7
1464943103T,2018-04-29 12:00,12,1
1464943103T,2018-04-29 15:00,15,3
1464943103T,2018-04-30 08:00,8,6
1464943103T,2018-04-30 14:00,14,2
1464943103T,2018-04-30 15:00,15,4
1464943103T,2018-04-30 16:00,16,1
1464943103T,2018-05-01 11:00,11,1
1464943103T,2018-05-01 16:00,16,2
1464943103T,2018-05-02 08:00,8,3
1464943103T,2018-05-02 16:00,16,1
1464943103T,2018-05-03 05:00,5,2
1464943103T,2018-05-03 07:00,7,1
1464943103T,2018-05-03 08:00,8,3
1464943103T,2018-05-03 09:00,9,2
1464943103T,2018-05-03 10:00,10,2
1464943103T,2018-05-03 11:00,11,2
1464943103T,2018-05-03 12:00,12,1
1464943103T,2018-05-03 16:00,16,1
1464943103T,2018-05-04 07:00,7,2
1464943103T,2018-05-04 08:00,8,2
1464943103T,2018-05-04 09:00,9,1
1464943103T,2018-05-04 16:00,16,1
1464943103T,2018-05-05 06:00,6,4
1464943103T,2018-05-06 08:00,8,5
1464943103T,2018-05-06 09:00,9,9
1464943103T,2018-05-06 19:00,19,2
1464943103T,2018-05-07 06:00,6,2
1464943103T,2018-05-07 14:00,14,2
1464943103T,2018-05-08 05:00,5,1
1464943103T,2018-05-08 07:00,7,1
1464943103T,2018-05-08 08:00,8,6
1464943103T,2018-05-08 10:00,10,2
1464943103T,2018-05-08 11:00,11,2
1464943103T,2018-05-08 12:00,12,2
1464943103T,2018-05-08 13:00,13,2
1464943103T,2018-05-08 16:00,16,2
1464943103T,2018-05-09 07:00,7,4
1464943103T,2018-05-09 08:00,8,3
1464943103T,2018-05-09 16:00,16,2
1464943103T,2018-05-09 20:00,20,1
1464943103T,2018-05-10 07:00,7,2
1464943103T,2018-05-10 08:00,8,4
1464943103T,2018-05-10 13:00,13,2
1464943103T,2018-05-10 15:00,15,1
1464943103T,2018-05-10 16:00,16,1
1464943103T,2018-05-11 05:00,5,2
1464943103T,2018-05-11 07:00,7,1
1464943103T,2018-05-11 08:00,8,2
1464943103T,2018-05-11 10:00,10,1
1464943103T,2018-05-11 11:00,11,2
1464943103T,2018-05-11 14:00,14,1
1464943103T,2018-05-11 16:00,16,2
1464943103T,2018-05-14 08:00,8,8
1464943103T,2018-05-14 10:00,10,2
1464943103T,2018-05-14 11:00,11,1
1464943103T,2018-05-14 15:00,15,1
1464943103T,2018-05-14 16:00,16,1
1464943103T,2018-05-15 07:00,7,1
1464943103T,2018-05-15 08:00,8,4
1464943103T,2018-05-15 09:00,9,4
1464943103T,2018-05-15 11:00,11,2
1464943103T,2018-05-15 12:00,12,2
1464943103T,2018-05-15 16:00,16,2
1464943103T,2018-05-15 17:00,17,4
1464943103T,2018-05-16 07:00,7,2
1464943103T,2018-05-16 08:00,8,3
1464943103T,2018-05-16 11:00,11,1
1464943103T,2018-05-16 16:00,16,3
1464943103T,2018-05-17 06:00,6,2
1464943103T,2018-05-17 07:00,7,2
1464943103T,2018-05-17 08:00,8,2
1464943103T,2018-05-17 09:00,9,2
1464943103T,2018-05-17 10:00,10,2
1464943103T,2018-05-17 16:00,16,2
1464943103T,2018-05-18 08:00,8,6
1464943103T,2018-05-18 16:00,16,3
1464943103T,2018-05-18 18:00,18,1
1464943103T,2018-05-19 17:00,17,2
1464943103T,2018-05-21 08:00,8,7
1464943103T,2018-05-21 12:00,12,2
1464943103T,2018-05-21 13:00,13,1
1464943103T,2018-05-21 17:00,17,1
1464943103T,2018-05-22 06:00,6,2
1464943103T,2018-05-22 07:00,7,3
1464943103T,2018-05-22 08:00,8,4
1464943103T,2018-05-22 16:00,16,2
1464943103T,2018-05-23 08:00,8,1
1464943103T,2018-05-23 11:00,11,1
1464943103T,2018-05-23 16:00,16,1
1464943103T,2018-05-24 06:00,6,2
1464943103T,2018-05-24 07:00,7,2
1464943103T,2018-05-24 08:00,8,5
1464943103T,2018-05-24 09:00,9,1
1464943103T,2018-05-24 15:00,15,1
1464943103T,2018-05-24 16:00,16,2
1464943103T,2018-05-25 06:00,6,2
1464943103T,2018-05-25 08:00,8,4
1464943103T,2018-05-25 09:00,9,3
1464943103T,2018-05-25 11:00,11,1
1464943103T,2018-05-25 12:00,12,1
1464943103T,2018-05-25 16:00,16,2
1464943103T,2018-05-25 19:00,19,1
1464943103T,2018-05-26 11:00,11,7
1464943103T,2018-05-27 14:00,14,2
1464943103T,2018-05-28 08:00,8,4
1464943103T,2018-05-28 11:00,11,2
1464943103T,2018-05-28 14:00,14,1
1464943103T,2018-05-28 16:00,16,3
1464943103T,2018-05-28 17:00,17,1
1464943103T,2018-05-29 08:00,8,1
1464943103T,2018-05-29 15:00,15,2
1464943103T,2018-05-29 16:00,16,3
1464943103T,2018-05-30 05:00,5,2
1464943103T,2018-05-30 08:00,8,3
1464943103T,2018-05-30 13:00,13,2
1464943103T,2018-05-30 16:00,16,1
1464943103T,2018-05-31 07:00,7,1
1464943103T,2018-05-31 08:00,8,2
1464943103T,2018-05-31 09:00,9,1
1464943103T,2018-05-31 16:00,16,4
1464943103T,2018-06-01 12:00,12,2
1464943103T,2018-06-01 14:00,14,3
1464943103T,2018-06-01 16:00,16,2
1464943103T,2018-06-02 09:00,9,2
1464943103T,2018-06-02 12:00,12,2
1464943103T,2018-06-02 16:00,16,2
1464943103T,2018-06-02 19:00,19,2
1464943103T,2018-06-03 14:00,14,2
1464943103T,2018-06-03 15:00,15,1
1464943103T,2018-06-03 16:00,16,4
1464943103T,2018-06-04 07:00,7,2
1464943103T,2018-06-04 08:00,8,3
1464943103T,2018-06-04 16:00,16,2
1464943103T,2018-06-05 07:00,7,4
1464943103T,2018-06-05 08:00,8,3
1464943103T,2018-06-05 12:00,12,1
1464943103T,2018-06-05 14:00,14,1
1464943103T,2018-06-05 15:00,15,2
1464943103T,2018-06-05 16:00,16,2
1464943103T,2018-06-06 08:00,8,1
1464943103T,2018-06-06 09:00,9,3
1464943103T,2018-06-06 16:00,16,2
1464943103T,2018-06-06 19:00,19,2
1464943103T,2018-06-07 08:00,8,4
1464943103T,2018-06-07 09:00,9,1
1464943103T,2018-06-07 12:00,12,3
1464943103T,2018-06-07 13:00,13,2
1464943103T,2018-06-07 16:00,16,3
1464943103T,2018-06-08 08:00,8,3
1464943103T,2018-06-08 09:00,9,2
1464943103T,2018-06-08 11:00,11,1
1464943103T,2018-06-08 12:00,12,3
1464943103T,2018-06-08 16:00,16,2
1464943103T,2018-06-09 16:00,16,2
1464943103T,2018-06-10 14:00,14,1
1464943103T,2018-06-10 15:00,15,2
1464943103T,2018-06-11 07:00,7,2
1464943103T,2018-06-11 08:00,8,3
1464943103T,2018-06-11 14:00,14,1
1464943103T,2018-06-11 16:00,16,3
1464943103T,2018-06-12 07:00,7,1
1464943103T,2018-06-12 08:00,8,2
1464943103T,2018-06-12 13:00,13,2
1464943103T,2018-06-12 15:00,15,1
1464943103T,2018-06-12 16:00,16,2
1464943103T,2018-06-12 17:00,17,2
1464943103T,2018-06-13 07:00,7,1
1464943103T,2018-06-13 08:00,8,5
1464943103T,2018-06-13 11:00,11,6
1464943103T,2018-06-13 12:00,12,1
1464943103T,2018-06-13 13:00,13,1
1464943103T,2018-06-13 14:00,14,1
1464943103T,2018-06-13 16:00,16,1
1464943103T,2018-06-14 08:00,8,4
1464943103T,2018-06-14 13:00,13,2
1464943103T,2018-06-14 14:00,14,1
1464943103T,2018-06-14 16:00,16,2
1464943103T,2018-06-14 17:00,17,2
1464943103T,2018-06-15 08:00,8,5
1464943103T,2018-06-15 09:00,9,4
1464943103T,2018-06-15 10:00,10,4
1464943103T,2018-06-15 16:00,16,1
1464943103T,2018-06-15 18:00,18,3
1464943103T,2018-06-16 08:00,8,1
1464943103T,2018-06-17 07:00,7,1
1464943103T,2018-06-17 16:00,16,2
1464943103T,2018-06-18 08:00,8,5
1464943103T,2018-06-18 10:00,10,6
1464943103T,2018-06-18 11:00,11,2
1464943103T,2018-06-18 13:00,13,1
1464943103T,2018-06-18 14:00,14,1
1464943103T,2018-06-18 15:00,15,2
1464943103T,2018-06-18 16:00,16,5
1464943103T,2018-06-19 07:00,7,1
1464943103T,2018-06-19 08:00,8,4
1464943103T,2018-06-19 15:00,15,1
1464943103T,2018-06-19 16:00,16,2
1464943103T,2018-06-19 17:00,17,1
1464943103T,2018-06-20 05:00,5,2
1464943103T,2018-06-20 08:00,8,2
1464943103T,2018-06-20 13:00,13,3
1464943103T,2018-06-20 16:00,16,2
1464943103T,2018-06-20 17:00,17,2
1464943103T,2018-06-21 07:00,7,1
1464943103T,2018-06-21 08:00,8,3
1464943103T,2018-06-21 13:00,13,1
1464943103T,2018-06-21 15:00,15,2
1464943103T,2018-06-21 16:00,16,4
1464943103T,2018-06-22 08:00,8,4
1464943103T,2018-06-22 14:00,14,2
1464943103T,2018-06-22 16:00,16,2
1464943103T,2018-06-23 14:00,14,2
1464943103T,2018-06-24 11:00,11,6
1464943103T,2018-06-24 15:00,15,2
