LINK-DIR,DATE-TIME,EPOCH-60MIN,COUNT
961211275T,2018-05-18 11:00,11,1
961211275T,2018-05-18 16:00,16,2
961211275T,2018-05-19 06:00,6,1
961211275T,2018-05-19 08:00,8,1
961211275T,2018-05-19 12:00,12,1
961211275T,2018-05-22 07:00,7,3
961211275T,2018-05-22 13:00,13,1
961211275T,2018-05-24 08:00,8,1
961211275T,2018-05-25 07:00,7,1
961211275T,2018-05-25 09:00,9,1
961211275T,2018-05-26 07:00,7,2
961211275T,2018-05-26 13:00,13,2
961211275T,2018-05-28 15:00,15,2
961211275T,2018-05-29 05:00,5,2
961211275T,2018-05-31 10:00,10,2
961211275T,2018-05-31 19:00,19,1
961211275T,2018-06-02 12:00,12,2
961211275T,2018-06-03 10:00,10,1
961211275T,2018-06-04 16:00,16,2
961211275T,2018-06-05 08:00,8,1
961211275T,2018-06-06 14:00,14,2
961211275T,2018-06-08 05:00,5,2
961211275T,2018-06-10 00:00,0,1
961211275T,2018-06-10 10:00,10,2
961211275T,2018-06-11 11:00,11,1
961211275T,2018-06-12 10:00,10,2
961211275T,2018-06-14 10:00,10,1
961211275T,2018-06-14 12:00,12,2
961211275T,2018-06-15 11:00,11,1
961211275T,2018-06-16 09:00,9,2
961211275T,2018-06-17 14:00,14,2
961211275T,2018-06-18 11:00,11,2
961211275T,2018-06-18 13:00,13,2
961211275T,2018-06-19 08:00,8,1
961211275T,2018-06-19 11:00,11,2
961211275T,2018-06-19 12:00,12,1
961211275T,2018-06-20 12:00,12,1
961211275T,2018-06-22 16:00,16,2
961211275T,2018-06-23 09:00,9,2
961211275T,2018-06-24 13:00,13,2
961211275T,2018-06-26 07:00,7,1
961211275T,2018-06-27 12:00,12,1
961211275T,2018-06-29 08:00,8,1
961211275T,2018-06-29 14:00,14,1
961211275T,2018-06-30 05:00,5,2
961211275T,2018-07-02 22:00,22,1
961211275T,2018-07-03 12:00,12,2
961211275T,2018-07-04 10:00,10,2
961211275T,2018-07-05 01:00,1,1
961211275T,2018-07-05 06:00,6,1
961211275T,2018-07-05 20:00,20,1
961211275T,2018-07-06 06:00,6,2
961211275T,2018-07-07 14:00,14,1
961211275T,2018-07-08 11:00,11,2
961211275T,2018-07-09 09:00,9,2
961211275T,2018-07-10 14:00,14,2
961211275T,2018-07-11 07:00,7,1
961211275T,2018-07-11 14:00,14,2
961211275T,2018-07-11 15:00,15,2
961211275T,2018-07-12 10:00,10,2
961211275T,2018-07-12 11:00,11,1
961211275T,2018-07-12 18:00,18,1
961211275T,2018-07-13 07:00,7,1
961211275T,2018-07-13 10:00,10,2
961211275T,2018-07-14 07:00,7,2
961211275T,2018-07-14 08:00,8,1
961211275T,2018-07-14 14:00,14,2
961211275T,2018-07-16 06:00,6,1
961211275T,2018-07-16 08:00,8,1
961211275T,2018-07-16 09:00,9,2
961211275T,2018-07-17 11:00,11,2
961211275T,2018-07-17 15:00,15,1
961211275T,2018-07-18 13:00,13,1
961211275T,2018-07-19 08:00,8,1
961211275T,2018-07-20 08:00,8,1
961211275T,2018-07-20 10:00,10,2
961211275T,2018-07-20 13:00,13,3
961211275T,2018-07-20 21:00,21,1
961211275T,2018-07-21 10:00,10,2
961211275T,2018-07-21 18:00,18,2
961211275T,2018-07-22 15:00,15,1
961211275T,2018-07-23 08:00,8,1
961211275T,2018-07-23 16:00,16,4
961211275T,2018-07-24 11:00,11,1
961211275T,2018-07-25 07:00,7,2
961211275T,2018-07-25 14:00,14,1
961211275T,2018-07-26 08:00,8,2
961211275T,2018-07-26 11:00,11,1
961211275T,2018-07-27 12:00,12,2
961211275T,2018-07-27 14:00,14,2
961211275T,2018-07-28 09:00,9,1
961211275T,2018-07-28 15:00,15,2
961211275T,2018-07-29 14:00,14,2
961211275T,2018-07-29 15:00,15,3
961211275T,2018-07-29 22:00,22,2
961211275T,2018-07-30 08:00,8,4
961211275T,2018-07-30 16:00,16,2
961211275T,2018-07-31 12:00,12,2
961211275T,2018-08-02 12:00,12,3
961211275T,2018-08-03 08:00,8,1
961211275T,2018-08-03 14:00,14,1
961211275T,2018-08-03 17:00,17,1
961211275T,2018-08-04 13:00,13,2
961211275T,2018-08-04 18:00,18,2
961211275T,2018-08-06 16:00,16,1
961211275T,2018-08-09 06:00,6,1
961211275T,2018-08-09 08:00,8,2
961211275T,2018-08-09 10:00,10,2
961211275T,2018-08-09 11:00,11,1
961211275T,2018-08-10 06:00,6,3
961211275T,2018-08-10 12:00,12,4
961211275T,2018-08-10 15:00,15,1
961211275T,2018-08-10 19:00,19,2
961211275T,2018-08-11 06:00,6,3
961211275T,2018-08-11 10:00,10,3
961211275T,2018-08-11 11:00,11,4
961211275T,2018-08-11 12:00,12,2
961211275T,2018-08-11 13:00,13,2
961211275T,2018-08-11 19:00,19,2
961211275T,2018-08-12 09:00,9,1
961211275T,2018-08-12 12:00,12,2
961211275T,2018-08-14 08:00,8,2
961211275T,2018-08-14 09:00,9,1
961211275T,2018-08-14 11:00,11,2
961211275T,2018-08-16 13:00,13,2
961211275T,2018-08-16 14:00,14,2
961211275T,2018-08-17 10:00,10,2
961211275T,2018-08-17 16:00,16,2
961211275T,2018-08-18 10:00,10,2
961211275T,2018-08-19 08:00,8,2
961211275T,2018-08-21 08:00,8,1
961211275T,2018-08-21 09:00,9,2
961211275T,2018-08-22 11:00,11,2
961211275T,2018-08-23 11:00,11,1
961211275T,2018-08-23 15:00,15,2
961211275T,2018-08-24 10:00,10,2
961211275T,2018-08-24 11:00,11,2
961211275T,2018-08-24 13:00,13,1
961211275T,2018-08-24 14:00,14,1
961211275T,2018-08-24 15:00,15,2
961211275T,2018-08-25 10:00,10,2
961211275T,2018-08-26 08:00,8,2
961211275T,2018-08-27 12:00,12,2
961211275T,2018-08-27 14:00,14,1
961211275T,2018-08-28 05:00,5,1
961211275T,2018-08-28 16:00,16,2
961211275T,2018-08-29 10:00,10,1
961211275T,2018-08-30 13:00,13,1
961211275T,2018-08-31 09:00,9,2
961211275T,2018-08-31 15:00,15,1
961211275T,2018-08-31 20:00,20,1
961211275T,2018-09-01 11:00,11,2
961211275T,2018-09-02 15:00,15,2
961211275T,2018-09-03 07:00,7,1
961211275T,2018-09-03 12:00,12,1
961211275T,2018-09-03 14:00,14,2
961211275T,2018-09-04 09:00,9,2
961211275T,2018-09-04 11:00,11,2
961211275T,2018-09-04 20:00,20,1
961211275T,2018-09-05 09:00,9,1
961211275T,2018-09-05 12:00,12,2
961211275T,2018-09-06 11:00,11,1
961211275T,2018-09-06 12:00,12,1
961211275T,2018-09-07 11:00,11,2
961211275T,2018-09-07 12:00,12,2
961211275T,2018-09-08 10:00,10,1
961211275T,2018-09-08 12:00,12,1
961211275T,2018-09-09 12:00,12,1
961211275T,2018-09-09 15:00,15,2
961211275T,2018-09-10 15:00,15,2
961211275T,2018-09-12 11:00,11,1
961211275T,2018-09-13 10:00,10,1
961211275T,2018-09-16 13:00,13,2
961211275T,2018-09-16 14:00,14,2
961211275T,2018-09-18 13:00,13,2
961211275T,2018-09-20 09:00,9,3
961211275T,2018-09-20 13:00,13,2
961211275T,2018-09-21 10:00,10,1
961211275T,2018-09-24 09:00,9,4
961211275T,2018-09-27 06:00,6,1
961211275T,2018-09-27 07:00,7,2
961211275T,2018-09-27 08:00,8,1
961211275T,2018-09-29 11:00,11,1
961211275T,2018-09-30 10:00,10,2
961211275T,2018-09-30 12:00,12,2
961211275T,2018-10-01 13:00,13,1
961211275T,2018-10-01 16:00,16,2
961211275T,2018-10-02 11:00,11,2
961211275T,2018-10-04 10:00,10,1
961211275T,2018-10-04 11:00,11,2
961211275T,2018-10-04 13:00,13,1
961211275T,2018-10-07 14:00,14,2
961211275T,2018-10-09 13:00,13,2
961211275T,2018-10-09 16:00,16,2
961211275T,2018-10-10 10:00,10,2
961211275T,2018-10-10 14:00,14,2
961211275T,2018-10-11 10:00,10,1
961211275T,2018-10-11 11:00,11,2
961211275T,2018-10-12 14:00,14,2
961211275T,2018-10-12 19:00,19,1
961211275T,2018-10-14 13:00,13,2
961211275T,2018-10-15 11:00,11,1
961211275T,2018-10-16 13:00,13,2
961211275T,2018-10-17 17:00,17,1
961211275T,2018-10-18 07:00,7,2
961211275T,2018-10-18 10:00,10,1
961211275T,2018-10-20 07:00,7,2
961211275T,2018-10-20 10:00,10,2
961211275T,2018-10-21 11:00,11,1
961211275T,2018-10-21 12:00,12,2
961211275T,2018-10-22 14:00,14,1
961211275T,2018-10-22 15:00,15,2
961211275T,2018-10-23 08:00,8,2
961211275T,2018-10-23 12:00,12,1
961211275T,2018-10-23 15:00,15,1
961211275T,2018-10-24 11:00,11,2
961211275T,2018-10-24 13:00,13,1
961211275T,2018-10-25 08:00,8,1
961211275T,2018-10-25 11:00,11,2
961211275T,2018-10-26 10:00,10,1
961211275T,2018-10-26 11:00,11,1
961211275T,2018-10-26 12:00,12,1
961211275T,2018-10-26 14:00,14,1
961211275T,2018-10-27 09:00,9,4
961211275T,2018-10-28 08:00,8,2
961211275T,2018-10-30 09:00,9,2
961211275T,2018-11-01 11:00,11,1
961211275T,2018-11-01 14:00,14,1
961211275T,2018-11-03 06:00,6,1
961211275T,2018-11-04 10:00,10,2
961211275T,2018-11-07 13:00,13,2
961211275T,2018-11-09 12:00,12,3
961211275T,2018-11-09 13:00,13,2
961211275T,2018-11-11 11:00,11,2
961211275T,2018-11-12 08:00,8,2
961211275T,2018-11-13 06:00,6,2
961211275T,2018-11-13 07:00,7,1
961211275T,2018-11-13 09:00,9,2
961211275T,2018-11-13 10:00,10,5
961211275T,2018-11-13 11:00,11,3
961211275T,2018-11-14 11:00,11,2
961211275T,2018-11-15 11:00,11,1
961211275T,2018-11-16 11:00,11,3
961211275T,2018-11-16 16:00,16,2
961211275T,2018-11-17 09:00,9,1
961211275T,2018-11-17 10:00,10,2
961211275T,2018-11-18 14:00,14,1
961211275T,2018-11-19 15:00,15,2
961211275T,2018-11-22 13:00,13,1
961211275T,2018-11-23 04:00,4,4
961211275T,2018-11-23 07:00,7,3
961211275T,2018-11-23 10:00,10,1
961211275T,2018-11-24 04:00,4,3
961211275T,2018-11-24 13:00,13,1
961211275T,2018-11-25 09:00,9,3
961211275T,2018-11-25 11:00,11,3
961211275T,2018-11-25 13:00,13,2
961211275T,2018-11-25 17:00,17,2
961211275T,2018-11-27 10:00,10,1
961211275T,2018-11-28 08:00,8,1
961211275T,2018-11-28 10:00,10,2
961211275T,2018-11-28 13:00,13,2
961211275T,2018-11-29 12:00,12,1
961211275T,2018-11-30 01:00,1,2
961211275T,2018-11-30 08:00,8,3
961211275T,2018-11-30 10:00,10,1
961211275T,2018-11-30 12:00,12,4
961211275T,2018-12-01 07:00,7,2
961211275T,2018-12-01 13:00,13,2
961211275T,2018-12-01 17:00,17,2
961211275T,2018-12-01 20:00,20,1
961211275T,2018-12-02 11:00,11,1
961211275T,2018-12-02 13:00,13,2
961211275T,2018-12-02 14:00,14,1
961211275T,2018-12-03 10:00,10,1
961211275T,2018-12-05 00:00,0,2
961211275T,2018-12-05 01:00,1,4
961211275T,2018-12-05 15:00,15,2
961211275T,2018-12-06 08:00,8,2
961211275T,2018-12-07 07:00,7,6
961211275T,2018-12-07 08:00,8,2
961211275T,2018-12-08 10:00,10,2
961211275T,2018-12-08 15:00,15,1
961211275T,2018-12-09 09:00,9,2
961211275T,2018-12-09 12:00,12,1
961211275T,2018-12-09 15:00,15,2
961211275T,2018-12-09 18:00,18,1
961211275T,2018-12-10 07:00,7,2
961211275T,2018-12-10 13:00,13,1
961211275T,2018-12-11 07:00,7,2
961211275T,2018-12-12 08:00,8,2
961211275T,2018-12-13 09:00,9,1
961211275T,2018-12-13 10:00,10,1
961211275T,2018-12-13 22:00,22,1
961211275T,2018-12-14 13:00,13,2
961211275T,2018-12-14 15:00,15,2
961211275T,2018-12-15 08:00,8,2
961211275T,2018-12-17 16:00,16,2
961211275T,2018-12-17 18:00,18,1
961211275T,2018-12-18 07:00,7,2
961211275T,2018-12-18 11:00,11,1
961211275T,2018-12-18 15:00,15,2
961211275T,2018-12-18 19:00,19,2
961211275T,2018-12-19 15:00,15,2
961211275T,2018-12-20 04:00,4,1
961211275T,2018-12-20 06:00,6,1
961211275T,2018-12-20 10:00,10,1
961211275T,2018-12-20 11:00,11,1
961211275T,2018-12-21 10:00,10,2
961211275T,2018-12-21 12:00,12,6
961211275T,2018-12-21 15:00,15,2
961211275T,2018-12-21 16:00,16,2
961211275T,2018-12-21 19:00,19,2
961211275T,2018-12-22 10:00,10,2
961211275T,2018-12-22 12:00,12,2
961211275T,2018-12-22 18:00,18,1
961211275T,2018-12-23 14:00,14,1
961211275T,2018-12-23 15:00,15,1
961211275T,2018-12-23 21:00,21,2
961211275T,2018-12-24 09:00,9,2
961211275T,2018-12-24 11:00,11,2
961211275T,2018-12-24 14:00,14,2
961211275T,2018-12-25 12:00,12,2
961211275T,2018-12-25 16:00,16,2
961211275T,2018-12-26 08:00,8,2
961211275T,2018-12-26 10:00,10,2
961211275T,2018-12-27 07:00,7,1
961211275T,2018-12-27 08:00,8,2
961211275T,2018-12-27 10:00,10,4
961211275T,2018-12-27 11:00,11,3
961211275T,2018-12-28 11:00,11,2
961211275T,2018-12-29 09:00,9,2
961211275T,2018-12-30 11:00,11,2
961211275T,2018-12-30 15:00,15,2
961211275T,2018-12-31 10:00,10,2
961211275T,2018-12-31 14:00,14,1
